,Rodada,Casa,Gols Casa,Fora,Gols Fora,Pontos Casa,Pontos Fora
86,9,Flamengo - RJ,2,São Paulo - SP,2,1,1
87,9,Figueirense - SC,3,Internacional - RS,2,3,0
88,9,Sport - PE,2,Fluminense - RJ,1,3,0
89,9,Grêmio - RS,2,Cruzeiro - MG,0,3,0
90,10,Palmeiras - SP,2,América - MG,0,3,0
91,10,Chapecoense - SC,0,Atlético - PR,0,1,1
92,10,Ponte Preta - SP,0,Cruzeiro - MG,4,0,3
93,10,Botafogo - RJ,0,Figueirense - SC,0,1,1
94,10,Santa Cruz - PE,0,Flamengo - RJ,1,0,3
95,10,Fluminense - RJ,2,Santos - SP,4,0,3
96,10,Atlético - MG,2,Corinthians - SP,1,3,0
97,10,Grêmio - RS,1,Vitória - BA,2,0,3
98,10,São Paulo - SP,0,Sport - PE,0,1,1
99,10,Coritiba - PR,1,Internacional - RS,1,1,1
100,11,Cruzeiro - MG,2,Palmeiras - SP,1,3,0
101,11,Corinthians - SP,2,Santa Cruz - PE,1,3,0
102,11,América - MG,0,Atlético - MG,1,0,3
103,11,Vitória - BA,1,Ponte Preta - SP,1,1,1
104,11,Flamengo - RJ,1,Fluminense - RJ,2,0,3
105,11,Santos - SP,3,São Paulo - SP,0,3,0
106,11,Internacional - RS,2,Botafogo - RJ,3,0,3
107,11,Atlético - PR,2,Grêmio - RS,0,3,0
108,11,Sport - PE,5,Chapecoense - SC,1,3,0
109,11,Figueirense - SC,0,Coritiba - PR,0,1,1
110,12,Vitória - BA,3,Sport - PE,2,3,0
111,12,Grêmio - RS,3,Santos - SP,2,3,0
112,12,Flamengo - RJ,1,Internacional - RS,0,3,0
113,12,Chapecoense - SC,3,Cruzeiro - MG,2,3,0
114,12,Coritiba - PR,1,Atlético - PR,0,3,0
115,12,São Paulo - SP,2,Fluminense - RJ,1,3,0
116,12,América - MG,0,Corinthians - SP,2,0,3
117,12,Santa Cruz - PE,0,Ponte Preta - SP,3,0,3
118,12,Palmeiras - SP,4,Figueirense - SC,0,3,0
119,12,Atlético - MG,5,Botafogo - RJ,3,3,0
120,13,Fluminense - RJ,0,Coritiba - PR,0,1,1
121,13,Atlético - PR,1,América - MG,0,3,0
122,13,Cruzeiro - MG,2,Vitória - BA,2,1,1
123,13,Internacional - RS,0,Grêmio - RS,1,0,3
124,13,Santos - SP,3,Chapecoense - SC,0,3,0
125,13,Botafogo - RJ,2,Santa Cruz - PE,1,3,0
126,13,Corinthians - SP,4,Flamengo - RJ,0,3,0
127,13,Ponte Preta - SP,1,São Paulo - SP,0,3,0
128,13,Figueirense - SC,1,Atlético - MG,1,1,1
129,13,Sport - PE,1,Palmeiras - SP,3,0,3
130,14,Coritiba - PR,0,Botafogo - RJ,0,1,1
131,14,Chapecoense - SC,0,Corinthians - SP,2,0,3
132,14,Ponte Preta - SP,2,Sport - PE,1,3,0
133,14,Flamengo - RJ,2,Atlético - MG,0,3,0
134,14,Grêmio - RS,2,Figueirense - SC,1,3,0
135,14,São Paulo - SP,3,América - MG,0,3,0
136,14,Santa Cruz - PE,1,Internacional - RS,0,3,0
137,14,Vitória - BA,0,Fluminense - RJ,0,1,1
138,14,Cruzeiro - MG,0,Atlético - PR,3,0,3
139,14,Palmeiras - SP,1,Santos - SP,1,1,1
140,15,Botafogo - RJ,3,Flamengo - RJ,3,1,1
141,15,Santos - SP,3,Ponte Preta - SP,1,3,0
142,15,América - MG,0,Santa Cruz - PE,3,0,3
143,15,Fluminense - RJ,2,Cruzeiro - MG,0,3,0
144,15,Internacional - RS,0,Palmeiras - SP,1,0,3
145,15,Corinthians - SP,1,São Paulo - SP,1,1,1
146,15,Atlético - PR,1,Vitória - BA,1,1,1
147,15,Figueirense - SC,1,Chapecoense - SC,1,1,1
148,15,Sport - PE,4,Grêmio - RS,2,3,0
149,15,Atlético - MG,2,Coritiba - PR,1,3,0
150,16,Corinthians - SP,1,Figueirense - SC,1,1,1
151,16,Santa Cruz - PE,0,Coritiba - PR,1,0,3
152,16,Palmeiras - SP,0,Atlético - MG,1,0,3
153,16,Ponte Preta - SP,2,Internacional - RS,2,1,1
154,16,Chapecoense - SC,2,Botafogo - RJ,1,3,0
155,16,Atlético - PR,1,Fluminense - RJ,0,3,0
156,16,Grêmio - RS,1,São Paulo - SP,0,3,0
157,16,Cruzeiro - MG,1,Sport - PE,2,0,3
158,16,Vitória - BA,2,Santos - SP,3,0,3
159,16,Flamengo - RJ,2,América - MG,1,3,0
160,17,Figueirense - SC,1,Vitória - BA,0,3,0
161,17,Sport - PE,2,Atlético - PR,0,3,0
162,17,Atlético - MG,3,Santa Cruz - PE,0,3,0
163,17,Fluminense - RJ,3,Ponte Preta - SP,0,3,0
164,17,São Paulo - SP,2,Chapecoense - SC,2,1,1
165,17,Santos - SP,2,Cruzeiro - MG,0,3,0
166,17,Internacional - RS,0,Corinthians - SP,1,0,3
167,17,Coritiba - PR,0,Flamengo - RJ,2,0,3
168,17,Botafogo - RJ,3,Palmeiras - SP,1,3,0
169,17,América - MG,0,Grêmio - RS,0,1,1
170,18,Vitória - BA,3,Coritiba - PR,1,3,0
171,18,Sport - PE,1,América - MG,1,1,1
172,18,Santos - SP,0,Flamengo - RJ,0,1,1
173,18,Atlético - PR,2,Corinthians - SP,0,3,0
174,18,Ponte Preta - SP,2,Botafogo - RJ,0,3,0
175,18,São Paulo - SP,1,Atlético - MG,2,0,3
176,18,Grêmio - RS,0,Santa Cruz - PE,0,1,1
177,18,Cruzeiro - MG,4,Internacional - RS,2,3,0
178,18,Chapecoense - SC,1,Palmeiras - SP,1,1,1
179,18,Fluminense - RJ,3,Figueirense - SC,2,3,0
180,19,Flamengo - RJ,1,Atlético - PR,0,3,0
181,19,América - MG,1,Santos - SP,0,3,0
182,19,Palmeiras - SP,2,Vitória - BA,1,3,0
183,19,Coritiba - PR,3,Ponte Preta - SP,1,3,0
184,19,Internacional - RS,2,Fluminense - RJ,2,1,1
185,19,Santa Cruz - PE,1,São Paulo - SP,2,0,3
186,19,Figueirense - SC,1,Sport - PE,1,1,1
187,19,Atlético - MG,3,Chapecoense - SC,1,3,0
188,19,Corinthians - SP,1,Cruzeiro - MG,1,1,1
189,19,Botafogo - RJ,2,Grêmio - RS,1,3,0
190,20,Sport - PE,1,Flamengo - RJ,0,3,0
191,20,Ponte Preta - SP,2,Figueirense - SC,0,3,0
192,20,Grêmio - RS,3,Corinthians - SP,0,3,0
193,20,Fluminense - RJ,1,América - MG,0,3,0
194,20,Cruzeiro - MG,2,Coritiba - PR,2,1,1
195,20,Santos - SP,3,Atlético - MG,0,3,0
196,20,Vitória - BA,2,Santa Cruz - PE,2,1,1
197,20,São Paulo - SP,0,Botafogo - RJ,1,0,3
198,20,Atlético - PR,0,Palmeiras - SP,1,0,3
199,20,Chapecoense - SC,1,Internacional - RS,0,3,0
200,21,América - MG,1,Chapecoense - SC,2,0,3
201,21,Botafogo - RJ,3,Sport - PE,0,3,0
202,21,Atlético - MG,1,Atlético - PR,0,3,0
203,21,Flamengo - RJ,2,Grêmio - RS,1,3,0
204,21,Santa Cruz - PE,0,Fluminense - RJ,1,0,3
205,21,Internacional - RS,1,São Paulo - SP,1,1,1
206,21,Palmeiras - SP,2,Ponte Preta - SP,2,1,1
207,21,Coritiba - PR,2,Santos - SP,1,3,0
208,21,Figueirense - SC,1,Cruzeiro - MG,2,0,3
209,21,Corinthians - SP,2,Vitória - BA,1,3,0
210,22,Ponte Preta - SP,2,Corinthians - SP,0,3,0
211,22,Cruzeiro - MG,2,Santa Cruz - PE,0,3,0
212,22,Santos - SP,0,Figueirense - SC,1,0,3
213,22,Grêmio - RS,1,Atlético - MG,1,1,1
214,22,Chapecoense - SC,1,Flamengo - RJ,3,0,3
215,22,Fluminense - RJ,0,Palmeiras - SP,2,0,3
216,22,São Paulo - SP,0,Coritiba - PR,0,1,1
217,22,Vitória - BA,2,América - MG,1,3,0
218,22,Sport - PE,1,Internacional - RS,1,1,1
219,22,Atlético - PR,1,Botafogo - RJ,0,3,0
220,23,Botafogo - RJ,1,Fluminense - RJ,0,3,0
221,23,Figueirense - SC,1,Atlético - PR,0,3,0
222,23,Santa Cruz - PE,2,Chapecoense - SC,2,1,1
223,23,Atlético - MG,2,Vitória - BA,1,3,0
224,23,Flamengo - RJ,2,Ponte Preta - SP,1,3,0
225,23,Palmeiras - SP,2,São Paulo - SP,1,3,0
226,23,Coritiba - PR,4,Grêmio - RS,0,3,0
227,23,Corinthians - SP,3,Sport - PE,0,3,0
228,23,Internacional - RS,2,Santos - SP,1,3,0
229,23,América - MG,0,Cruzeiro - MG,2,0,3
230,24,Vitória - BA,1,Flamengo - RJ,2,0,3
231,24,São Paulo - SP,3,Figueirense - SC,1,3,0
232,24,Chapecoense - SC,1,Coritiba - PR,0,3,0
233,24,Santos - SP,2,Corinthians - SP,1,3,0
234,24,Cruzeiro - MG,0,Botafogo - RJ,2,0,3
235,24,Atlético - PR,2,Internacional - RS,1,3,0
236,24,Sport - PE,5,Santa Cruz - PE,3,3,0
237,24,Grêmio - RS,0,Palmeiras - SP,0,1,1
238,24,Ponte Preta - SP,1,América - MG,1,1,1
239,24,Fluminense - RJ,4,Atlético - MG,2,3,0
240,25,Figueirense - SC,2,América - MG,2,1,1
241,25,Botafogo - RJ,0,Santos - SP,1,0,3
242,25,Santa Cruz - PE,1,Atlético - PR,0,3,0
243,25,Ponte Preta - SP,3,Grêmio - RS,0,3,0
244,25,Palmeiras - SP,1,Flamengo - RJ,1,1,1
245,25,Coritiba - PR,1,Corinthians - SP,1,1,1
246,25,Fluminense - RJ,1,Chapecoense - SC,2,0,3
247,25,Atlético - MG,1,Sport - PE,0,3,0
248,25,Internacional - RS,0,Vitória - BA,1,0,3
249,25,São Paulo - SP,1,Cruzeiro - MG,0,3,0
250,26,Corinthians - SP,0,Palmeiras - SP,2,0,3
251,26,Flamengo - RJ,2,Figueirense - SC,0,3,0
252,26,Sport - PE,0,Coritiba - PR,1,0,3
253,26,Chapecoense - SC,2,Ponte Preta - SP,2,1,1
254,26,Cruzeiro - MG,1,Atlético - MG,1,1,1
255,26,Grêmio - RS,0,Fluminense - RJ,1,0,3
256,26,Atlético - PR,1,São Paulo - SP,0,3,0
257,26,Santos - SP,3,Santa Cruz - PE,2,3,0
258,26,Vitória - BA,0,Botafogo - RJ,1,0,3
259,26,América - MG,1,Internacional - RS,0,3,0
260,27,Palmeiras - SP,2,Coritiba - PR,1,3,0
261,27,Sport - PE,1,Santos - SP,0,3,0
262,27,América - MG,1,Botafogo - RJ,0,3,0
263,27,Atlético - PR,3,Ponte Preta - SP,0,3,0
264,27,Figueirense - SC,3,Santa Cruz - PE,1,3,0
265,27,Corinthians - SP,0,Fluminense - RJ,1,0,3
266,27,Flamengo - RJ,2,Cruzeiro - MG,1,3,0
267,27,Grêmio - RS,1,Chapecoense - SC,0,3,0
268,27,Vitória - BA,2,São Paulo - SP,0,3,0
269,27,Atlético - MG,3,Internacional - RS,1,3,0
270,28,Fluminense - RJ,3,Sport - PE,1,3,0
271,28,Santos - SP,2,Atlético - PR,0,3,0
272,28,São Paulo - SP,0,Flamengo - RJ,0,1,1
273,28,Chapecoense - SC,1,Vitória - BA,4,0,3
274,28,Botafogo - RJ,2,Corinthians - SP,0,3,0
275,28,Ponte Preta - SP,1,Atlético - MG,2,0,3
276,28,Cruzeiro - MG,1,Grêmio - RS,0,3,0
277,28,Internacional - RS,1,Figueirense - SC,0,3,0
278,28,Santa Cruz - PE,2,Palmeiras - SP,3,0,3
279,28,Coritiba - PR,3,América - MG,0,3,0
280,29,Atlético - PR,3,Chapecoense - SC,1,3,0
281,29,Vitória - BA,0,Grêmio - RS,1,0,3
282,29,Santos - SP,2,Fluminense - RJ,1,3,0
283,29,Corinthians - SP,0,Atlético - MG,0,1,1
284,29,Sport - PE,1,São Paulo - SP,1,1,1
285,29,Internacional - RS,1,Coritiba - PR,0,3,0
286,29,Cruzeiro - MG,2,Ponte Preta - SP,0,3,0
287,29,América - MG,0,Palmeiras - SP,2,0,3
288,29,Flamengo - RJ,3,Santa Cruz - PE,0,3,0
289,29,Figueirense - SC,0,Botafogo - RJ,1,0,3
290,30,Chapecoense - SC,3,Sport - PE,0,3,0
291,30,Coritiba - PR,0,Figueirense - SC,0,1,1
292,30,Botafogo - RJ,1,Internacional - RS,0,3,0
293,30,Santa Cruz - PE,2,Corinthians - SP,4,0,3
294,30,Atlético - MG,3,América - MG,0,3,0
295,30,Palmeiras - SP,0,Cruzeiro - MG,0,1,1
296,30,Ponte Preta - SP,2,Vitória - BA,0,3,0
297,30,São Paulo - SP,0,Santos - SP,1,0,3
298,30,Grêmio - RS,1,Atlético - PR,0,3,0
299,30,Fluminense - RJ,1,Flamengo - RJ,2,0,3
300,31,Botafogo - RJ,3,Atlético - MG,2,3,0
301,31,Internacional - RS,2,Flamengo - RJ,1,3,0
302,31,Figueirense - SC,1,Palmeiras - SP,2,0,3
303,31,Atlético - PR,2,Coritiba - PR,0,3,0
304,31,Cruzeiro - MG,0,Chapecoense - SC,0,1,1
305,31,Corinthians - SP,2,América - MG,0,3,0
306,31,Ponte Preta - SP,3,Santa Cruz - PE,0,3,0
307,31,Santos - SP,1,Grêmio - RS,1,1,1
308,31,Sport - PE,1,Vitória - BA,0,3,0
309,31,Fluminense - RJ,1,São Paulo - SP,2,0,3
310,32,Santa Cruz - PE,0,Botafogo - RJ,1,0,3
311,32,São Paulo - SP,2,Ponte Preta - SP,0,3,0
312,32,Vitória - BA,0,Cruzeiro - MG,1,0,3
313,32,Flamengo - RJ,2,Corinthians - SP,2,1,1
314,32,Palmeiras - SP,2,Sport - PE,1,3,0
315,32,Grêmio - RS,0,Internacional - RS,0,1,1
316,32,Coritiba - PR,1,Fluminense - RJ,1,1,1
317,32,Atlético - MG,3,Figueirense - SC,0,3,0
318,32,Chapecoense - SC,0,Santos - SP,1,0,3
319,32,América - MG,1,Atlético - PR,0,3,0
320,33,Sport - PE,1,Ponte Preta - SP,0,3,0
321,33,Fluminense - RJ,2,Vitória - BA,2,1,1
322,33,Corinthians - SP,1,Chapecoense - SC,1,1,1
323,33,Atlético - MG,2,Flamengo - RJ,2,1,1
324,33,Atlético - PR,1,Cruzeiro - MG,0,3,0
325,33,Botafogo - RJ,0,Coritiba - PR,0,1,1
326,33,Internacional - RS,1,Santa Cruz - PE,1,1,1
327,33,Santos - SP,1,Palmeiras - SP,0,3,0
328,33,Figueirense - SC,0,Grêmio - RS,0,1,1
329,33,América - MG,1,São Paulo - SP,0,3,0
330,34,Flamengo - RJ,0,Botafogo - RJ,0,1,1
331,34,São Paulo - SP,4,Corinthians - SP,0,3,0
332,34,Ponte Preta - SP,1,Santos - SP,2,0,3
333,34,Santa Cruz - PE,1,América - MG,0,3,0
334,34,Cruzeiro - MG,4,Fluminense - RJ,2,3,0
335,34,Palmeiras - SP,1,Internacional - RS,0,3,0
336,34,Vitória - BA,3,Atlético - PR,2,3,0
337,34,Coritiba - PR,2,Atlético - MG,0,3,0
338,34,Chapecoense - SC,1,Figueirense - SC,0,3,0
339,34,Grêmio - RS,0,Sport - PE,3,0,3
340,35,Fluminense - RJ,1,Atlético - PR,1,1,1
341,35,Botafogo - RJ,0,Chapecoense - SC,2,0,3
342,35,Coritiba - PR,1,Santa Cruz - PE,0,3,0
343,35,Figueirense - SC,1,Corinthians - SP,1,1,1
344,35,América - MG,0,Flamengo - RJ,1,0,3
345,35,Sport - PE,0,Cruzeiro - MG,1,0,3
346,35,Santos - SP,3,Vitória - BA,2,3,0
347,35,São Paulo - SP,1,Grêmio - RS,1,1,1
348,35,Atlético - MG,1,Palmeiras - SP,1,1,1
349,35,Internacional - RS,1,Ponte Preta - SP,1,1,1
350,36,Atlético - PR,2,Sport - PE,0,3,0
351,36,Vitória - BA,4,Figueirense - SC,0,3,0
352,36,Palmeiras - SP,1,Botafogo - RJ,0,3,0
353,36,Cruzeiro - MG,2,Santos - SP,2,1,1
354,36,Grêmio - RS,3,América - MG,0,3,0
355,36,Ponte Preta - SP,1,Fluminense - RJ,0,3,0
356,36,Santa Cruz - PE,3,Atlético - MG,3,1,1
357,36,Chapecoense - SC,2,São Paulo - SP,0,3,0
358,36,Flamengo - RJ,2,Coritiba - PR,2,1,1
359,36,Corinthians - SP,1,Internacional - RS,0,3,0
360,37,Botafogo - RJ,1,Ponte Preta - SP,1,1,1
361,37,América - MG,2,Sport - PE,2,1,1
362,37,Corinthians - SP,0,Atlético - PR,0,1,1
363,37,Flamengo - RJ,2,Santos - SP,0,3,0
364,37,Palmeiras - SP,1,Chapecoense - SC,0,3,0
365,37,Atlético - MG,1,São Paulo - SP,2,0,3
366,37,Internacional - RS,1,Cruzeiro - MG,0,3,0
367,37,Figueirense - SC,1,Fluminense - RJ,0,3,0
368,37,Santa Cruz - PE,5,Grêmio - RS,1,3,0
369,37,Coritiba - PR,0,Vitória - BA,1,0,3
370,38,Vitória - BA,1,Palmeiras - SP,2,0,3
371,38,Fluminense - RJ,1,Internacional - RS,1,1,1
372,38,São Paulo - SP,5,Santa Cruz - PE,0,3,0
373,38,Santos - SP,1,América - MG,0,3,0
374,38,Cruzeiro - MG,3,Corinthians - SP,2,3,0
375,38,Grêmio - RS,0,Botafogo - RJ,1,0,3
376,38,Atlético - PR,0,Flamengo - RJ,0,1,1
377,38,Chapecoense - SC,0,Atlético - MG,0,1,1
378,38,Ponte Preta - SP,2,Coritiba - PR,0,3,0
379,38,Sport - PE,2,Figueirense - SC,0,3,0
