,Rodada,Time,Pontos,Vitorias,Empates,Derrotas,Em Casa?,Total de Gols,Total de Gols Tomados,Saldo de Gols,Pontos Acumulados,Aproveitamento %
188,37,Corinthians - SP,0,24,8,5,Fora,70,30,40,80,72.07
189,38,Corinthians - SP,1,24,9,5,Casa,71,31,40,81,71.05
190,1,Coritiba - PR,0,0,0,1,Fora,1,2,-1,0,0.0
191,2,Coritiba - PR,3,1,0,1,Casa,3,2,1,3,50.0
192,3,Coritiba - PR,0,1,0,2,Fora,3,3,0,3,33.33
193,4,Coritiba - PR,0,1,0,3,Casa,4,5,-1,3,25.0
194,5,Coritiba - PR,0,1,0,4,Fora,4,7,-3,3,20.0
195,6,Coritiba - PR,0,1,0,5,Fora,4,9,-5,3,16.67
196,7,Coritiba - PR,0,1,0,6,Casa,4,10,-6,3,14.29
197,8,Coritiba - PR,1,1,1,6,Fora,6,12,-6,4,16.67
198,9,Coritiba - PR,3,2,1,6,Casa,7,12,-5,7,25.93
199,10,Coritiba - PR,0,2,1,7,Fora,7,14,-7,7,23.33
200,11,Coritiba - PR,1,2,2,7,Casa,7,14,-7,8,24.24
201,12,Coritiba - PR,1,2,3,7,Casa,7,14,-7,9,25.0
202,13,Coritiba - PR,0,2,3,8,Fora,8,17,-9,9,23.08
203,14,Coritiba - PR,1,2,4,8,Fora,8,17,-9,10,23.81
204,15,Coritiba - PR,1,2,5,8,Casa,9,18,-9,11,24.44
205,16,Coritiba - PR,1,2,6,8,Casa,10,19,-9,12,25.0
206,17,Coritiba - PR,0,2,6,9,Fora,10,22,-12,12,23.53
207,18,Coritiba - PR,3,3,6,9,Casa,12,23,-11,15,27.78
208,19,Coritiba - PR,3,4,6,9,Fora,13,23,-10,18,31.58
209,20,Coritiba - PR,3,5,6,9,Casa,14,23,-9,21,35.0
210,21,Coritiba - PR,1,5,7,9,Fora,14,23,-9,22,34.92
211,22,Coritiba - PR,1,5,8,9,Casa,14,23,-9,23,34.85
212,23,Coritiba - PR,3,6,8,9,Fora,16,23,-7,26,37.68
213,24,Coritiba - PR,1,6,9,9,Casa,17,24,-7,27,37.5
214,25,Coritiba - PR,0,6,9,10,Casa,17,25,-8,27,36.0
215,26,Coritiba - PR,3,7,9,10,Fora,19,25,-6,30,38.46
216,27,Coritiba - PR,3,8,9,10,Casa,21,25,-4,33,40.74
217,28,Coritiba - PR,0,8,9,11,Fora,21,27,-6,33,39.29
218,29,Coritiba - PR,0,8,9,12,Casa,21,30,-9,33,37.93
219,30,Coritiba - PR,0,8,9,13,Fora,22,33,-11,33,36.67
220,31,Coritiba - PR,0,8,9,14,Fora,22,36,-14,33,35.48
221,32,Coritiba - PR,0,8,9,15,Casa,23,38,-15,33,34.38
222,33,Coritiba - PR,1,8,10,15,Casa,24,39,-15,34,34.34
223,34,Coritiba - PR,0,8,10,16,Fora,25,41,-16,34,33.33
224,35,Coritiba - PR,3,9,10,16,Fora,28,42,-14,37,35.24
225,36,Coritiba - PR,3,10,10,16,Casa,29,42,-13,40,37.04
226,37,Coritiba - PR,3,11,10,16,Fora,31,42,-11,43,38.74
227,38,Coritiba - PR,1,11,11,16,Casa,31,42,-11,44,38.6
228,1,Cruzeiro - MG,0,0,0,1,Casa,0,1,-1,0,0.0
229,2,Cruzeiro - MG,0,0,0,2,Fora,0,2,-2,0,0.0
230,3,Cruzeiro - MG,1,0,1,2,Casa,1,3,-2,1,11.11
231,4,Cruzeiro - MG,0,0,1,3,Fora,2,5,-3,1,8.33
232,5,Cruzeiro - MG,3,1,1,3,Casa,3,5,-2,4,26.67
233,6,Cruzeiro - MG,3,2,1,3,Fora,6,6,0,7,38.89
234,7,Cruzeiro - MG,3,3,1,3,Fora,9,7,2,10,47.62
235,8,Cruzeiro - MG,0,3,1,4,Casa,9,8,1,10,41.67
236,9,Cruzeiro - MG,0,3,1,5,Fora,9,9,0,10,37.04
237,10,Cruzeiro - MG,0,3,1,6,Fora,9,10,-1,10,33.33
238,11,Cruzeiro - MG,3,4,1,6,Casa,11,10,1,13,39.39
239,12,Cruzeiro - MG,0,4,1,7,Fora,11,11,0,13,36.11
240,13,Cruzeiro - MG,3,5,1,7,Casa,12,11,1,16,41.03
241,14,Cruzeiro - MG,1,5,2,7,Casa,13,12,1,17,40.48
242,15,Cruzeiro - MG,0,5,2,8,Fora,13,13,0,17,37.78
243,16,Cruzeiro - MG,1,5,3,8,Fora,13,13,0,18,37.5
244,17,Cruzeiro - MG,3,6,3,8,Casa,15,14,1,21,41.18
245,18,Cruzeiro - MG,0,6,3,9,Fora,15,17,-2,21,38.89
246,19,Cruzeiro - MG,1,6,4,9,Casa,15,17,-2,22,38.6
247,20,Cruzeiro - MG,0,6,4,10,Fora,15,20,-5,22,36.67
248,21,Cruzeiro - MG,0,6,4,11,Casa,15,21,-6,22,34.92
249,22,Cruzeiro - MG,3,7,4,11,Fora,17,22,-5,25,37.88
250,23,Cruzeiro - MG,3,8,4,11,Casa,22,23,-1,28,40.58
251,24,Cruzeiro - MG,0,8,4,12,Fora,22,25,-3,28,38.89
252,25,Cruzeiro - MG,1,8,5,12,Casa,23,26,-3,29,38.67
253,26,Cruzeiro - MG,1,8,6,12,Casa,25,28,-3,30,38.46
254,27,Cruzeiro - MG,3,9,6,12,Fora,27,28,-1,33,40.74
255,28,Cruzeiro - MG,3,10,6,12,Casa,29,28,1,36,42.86
256,29,Cruzeiro - MG,1,10,7,12,Casa,29,28,1,37,42.53
257,30,Cruzeiro - MG,1,10,8,12,Fora,31,30,1,38,42.22
258,31,Cruzeiro - MG,3,11,8,12,Casa,33,30,3,41,44.09
259,32,Cruzeiro - MG,3,12,8,12,Fora,34,30,4,44,45.83
260,33,Cruzeiro - MG,1,12,9,12,Fora,35,31,4,45,45.45
261,34,Cruzeiro - MG,3,13,9,12,Casa,37,32,5,48,47.06
262,35,Cruzeiro - MG,3,14,9,12,Casa,40,32,8,51,48.57
263,36,Cruzeiro - MG,1,14,10,12,Fora,41,33,8,52,48.15
264,37,Cruzeiro - MG,3,15,10,12,Casa,44,33,11,55,49.55
265,38,Cruzeiro - MG,0,15,10,13,Fora,44,35,9,55,48.25
266,1,Figueirense - SC,0,0,0,1,Fora,1,4,-3,0,0.0
267,2,Figueirense - SC,1,0,1,1,Casa,1,4,-3,1,16.67
268,3,Figueirense - SC,0,0,1,2,Fora,1,5,-4,1,11.11
269,4,Figueirense - SC,3,1,1,2,Casa,3,6,-3,4,33.33
270,5,Figueirense - SC,0,1,1,3,Fora,3,7,-4,4,26.67
271,6,Figueirense - SC,3,2,1,3,Casa,5,8,-3,7,38.89
272,7,Figueirense - SC,1,2,2,3,Fora,6,9,-3,8,38.1
273,8,Figueirense - SC,1,2,3,3,Casa,6,9,-3,9,37.5
274,9,Figueirense - SC,0,2,3,4,Fora,7,11,-4,9,33.33
275,10,Figueirense - SC,3,3,3,4,Casa,10,12,-2,12,40.0
276,11,Figueirense - SC,3,4,3,4,Fora,12,13,-1,15,45.45
277,12,Figueirense - SC,0,4,3,5,Casa,12,15,-3,15,41.67
278,13,Figueirense - SC,0,4,3,6,Fora,12,18,-6,15,38.46
279,14,Figueirense - SC,1,4,4,6,Casa,12,18,-6,16,38.1
280,15,Figueirense - SC,0,4,4,7,Fora,12,19,-7,16,35.56
281,16,Figueirense - SC,3,5,4,7,Casa,15,20,-5,19,39.58
282,17,Figueirense - SC,1,5,5,7,Fora,17,22,-5,20,39.22
283,18,Figueirense - SC,0,5,5,8,Casa,17,24,-7,20,37.04
284,19,Figueirense - SC,0,5,5,9,Fora,18,26,-8,20,35.09
285,20,Figueirense - SC,3,6,5,9,Casa,20,27,-7,23,38.33
286,21,Figueirense - SC,3,7,5,9,Fora,21,27,-6,26,41.27
287,22,Figueirense - SC,0,7,5,10,Casa,21,29,-8,26,39.39
288,23,Figueirense - SC,0,7,5,11,Fora,22,34,-12,26,37.68
289,24,Figueirense - SC,1,7,6,11,Casa,23,35,-12,27,37.5
290,25,Figueirense - SC,0,7,6,12,Fora,23,37,-14,27,36.0
291,26,Figueirense - SC,0,7,6,13,Casa,23,38,-15,27,34.62
292,27,Figueirense - SC,1,7,7,13,Fora,24,39,-15,28,34.57
293,28,Figueirense - SC,0,7,7,14,Casa,25,42,-17,28,33.33
294,29,Figueirense - SC,3,8,7,14,Fora,28,44,-16,31,35.63
295,30,Figueirense - SC,3,9,7,14,Casa,31,44,-13,34,37.78
296,31,Figueirense - SC,0,9,7,15,Fora,31,45,-14,34,36.56
297,32,Figueirense - SC,1,9,8,15,Casa,31,45,-14,35,36.46
298,33,Figueirense - SC,1,9,9,15,Fora,32,46,-14,36,36.36
299,34,Figueirense - SC,0,9,9,16,Casa,32,47,-15,36,35.29
300,35,Figueirense - SC,3,10,9,16,Fora,33,47,-14,39,37.14
301,36,Figueirense - SC,1,10,10,16,Casa,33,47,-14,40,37.04
302,37,Figueirense - SC,0,10,10,17,Fora,35,50,-15,40,36.04
303,38,Figueirense - SC,3,11,10,17,Casa,36,50,-14,43,37.72
304,1,Flamengo - RJ,0,0,0,1,Fora,1,2,-1,0,0.0
305,2,Flamengo - RJ,1,0,1,1,Casa,3,4,-1,1,16.67
306,3,Flamengo - RJ,0,0,1,2,Fora,4,6,-2,1,11.11
307,4,Flamengo - RJ,0,0,1,3,Casa,6,9,-3,1,8.33
308,5,Flamengo - RJ,0,0,1,4,Fora,6,10,-4,1,6.67
309,6,Flamengo - RJ,3,1,1,4,Casa,7,10,-3,4,22.22
310,7,Flamengo - RJ,3,2,1,4,Fora,8,10,-2,7,33.33
311,8,Flamengo - RJ,0,2,1,5,Casa,8,12,-4,7,29.17
312,9,Flamengo - RJ,0,2,1,6,Fora,8,13,-5,7,25.93
313,10,Flamengo - RJ,3,3,1,6,Fora,9,13,-4,10,33.33
314,11,Flamengo - RJ,0,3,1,7,Casa,10,15,-5,10,30.3
315,12,Flamengo - RJ,3,4,1,7,Fora,12,16,-4,13,36.11
316,13,Flamengo - RJ,0,4,1,8,Casa,12,19,-7,13,33.33
317,14,Flamengo - RJ,3,5,1,8,Casa,13,19,-6,16,38.1
318,15,Flamengo - RJ,3,6,1,8,Fora,14,19,-5,19,42.22
319,16,Flamengo - RJ,1,6,2,8,Casa,16,21,-5,20,41.67
320,17,Flamengo - RJ,0,6,2,9,Fora,16,22,-6,20,39.22
321,18,Flamengo - RJ,3,7,2,9,Casa,19,24,-5,23,42.59
322,19,Flamengo - RJ,0,7,2,10,Fora,21,28,-7,23,40.35
323,20,Flamengo - RJ,3,8,2,10,Casa,23,29,-6,26,43.33
324,21,Flamengo - RJ,3,9,2,10,Fora,24,29,-5,29,46.03
325,22,Flamengo - RJ,3,10,2,10,Casa,27,29,-2,32,48.48
326,23,Flamengo - RJ,3,11,2,10,Fora,30,30,0,35,50.72
327,24,Flamengo - RJ,3,12,2,10,Casa,32,30,2,38,52.78
328,25,Flamengo - RJ,3,13,2,10,Fora,35,31,4,41,54.67
329,26,Flamengo - RJ,0,13,2,11,Casa,35,33,2,41,52.56
330,27,Flamengo - RJ,0,13,2,12,Fora,36,37,-1,41,50.62
331,28,Flamengo - RJ,0,13,2,13,Casa,37,39,-2,41,48.81
332,29,Flamengo - RJ,3,14,2,13,Casa,39,39,0,44,50.57
333,30,Flamengo - RJ,0,14,2,14,Fora,39,42,-3,44,48.89
334,31,Flamengo - RJ,0,14,2,15,Casa,39,43,-4,44,47.31
335,32,Flamengo - RJ,0,14,2,16,Fora,39,44,-5,44,45.83
336,33,Flamengo - RJ,0,14,2,17,Fora,39,46,-7,44,44.44
337,34,Flamengo - RJ,3,15,2,17,Casa,43,47,-4,47,46.08
338,35,Flamengo - RJ,1,15,3,17,Fora,43,47,-4,48,45.71
339,36,Flamengo - RJ,1,15,4,17,Casa,44,48,-4,49,45.37
340,37,Flamengo - RJ,0,15,4,18,Fora,44,51,-7,49,44.14
341,38,Flamengo - RJ,0,15,4,19,Casa,45,53,-8,49,42.98
342,1,Fluminense - RJ,3,1,0,0,Casa,1,0,1,3,100.0
343,2,Fluminense - RJ,0,1,0,1,Fora,2,4,-2,3,50.0
344,3,Fluminense - RJ,1,1,1,1,Casa,2,4,-2,4,44.44
345,4,Fluminense - RJ,3,2,1,1,Fora,5,6,-1,7,58.33
346,5,Fluminense - RJ,3,3,1,1,Casa,7,6,1,10,66.67
347,6,Fluminense - RJ,1,3,2,1,Casa,7,6,1,11,61.11
348,7,Fluminense - RJ,0,3,2,2,Fora,8,8,0,11,52.38
349,8,Fluminense - RJ,3,4,2,2,Casa,10,8,2,14,58.33
350,9,Fluminense - RJ,3,5,2,2,Fora,12,9,3,17,62.96
351,10,Fluminense - RJ,3,6,2,2,Casa,14,10,4,20,66.67
352,11,Fluminense - RJ,1,6,3,2,Fora,14,10,4,21,63.64
353,12,Fluminense - RJ,3,7,3,2,Casa,15,10,5,24,66.67
354,13,Fluminense - RJ,3,8,3,2,Fora,17,11,6,27,69.23
355,14,Fluminense - RJ,0,8,3,3,Casa,18,13,5,27,64.29
356,15,Fluminense - RJ,0,8,3,4,Fora,19,15,4,27,60.0
357,16,Fluminense - RJ,3,9,3,4,Casa,20,15,5,30,62.5
358,17,Fluminense - RJ,0,9,3,5,Fora,20,16,4,30,58.82
359,18,Fluminense - RJ,0,9,3,6,Fora,20,17,3,30,55.56
360,19,Fluminense - RJ,3,10,3,6,Casa,22,18,4,33,57.89
361,20,Fluminense - RJ,0,10,3,7,Fora,23,20,3,33,55.0
362,21,Fluminense - RJ,0,10,3,8,Casa,24,22,2,33,52.38
363,22,Fluminense - RJ,0,10,3,9,Fora,24,24,0,33,50.0
364,23,Fluminense - RJ,0,10,3,10,Casa,25,27,-2,33,47.83
365,24,Fluminense - RJ,1,10,4,10,Fora,26,28,-2,34,47.22
