,Rodada,Time,Pontos,Vitorias,Empates,Derrotas,Em Casa?,Total de Gols,Total de Gols Tomados,Saldo de Gols,Pontos Acumulados,Aproveitamento %
57,20,Atlético - MG,0,8,3,9,Fora,24,24,0,27,45.0
58,21,Atlético - MG,0,8,3,10,Casa,25,26,-1,27,42.86
59,22,Atlético - MG,3,9,3,10,Casa,27,27,0,30,45.45
60,23,Atlético - MG,1,9,4,10,Fora,28,28,0,31,44.93
61,24,Atlético - MG,0,9,4,11,Fora,29,31,-2,31,43.06
62,25,Atlético - MG,0,9,4,12,Casa,30,35,-5,31,41.33
63,26,Atlético - MG,1,9,5,12,Fora,32,37,-5,32,41.03
64,27,Atlético - MG,3,10,5,12,Casa,34,37,-3,35,43.21
65,28,Atlético - MG,0,10,5,13,Fora,34,39,-5,35,41.67
66,29,Atlético - MG,0,10,5,14,Casa,34,41,-7,35,40.23
67,30,Atlético - MG,1,10,6,14,Fora,36,43,-7,36,40.0
68,31,Atlético - MG,3,11,6,14,Casa,38,43,-5,39,41.94
69,32,Atlético - MG,1,11,7,14,Fora,38,43,-5,40,41.67
70,33,Atlético - MG,1,11,8,14,Fora,39,44,-5,41,41.41
71,34,Atlético - MG,0,11,8,15,Casa,39,45,-6,41,40.2
72,35,Atlético - MG,1,11,9,15,Fora,40,46,-6,42,40.0
73,36,Atlético - MG,3,12,9,15,Casa,42,47,-5,45,41.67
74,37,Atlético - MG,3,13,9,15,Casa,44,47,-3,48,43.24
75,38,Atlético - MG,0,13,9,16,Fora,45,49,-4,48,42.11
76,1,Avaí - SC,0,0,0,1,Fora,1,2,-1,0,0.0
77,2,Avaí - SC,1,0,1,1,Casa,2,3,-1,1,16.67
78,3,Avaí - SC,0,0,1,2,Fora,2,4,-2,1,11.11
79,4,Avaí - SC,1,0,2,2,Casa,2,4,-2,2,16.67
80,5,Avaí - SC,1,0,3,2,Fora,3,5,-2,3,20.0
81,6,Avaí - SC,0,0,3,3,Casa,4,7,-3,3,16.67
82,7,Avaí - SC,0,0,3,4,Fora,4,9,-5,3,14.29
83,8,Avaí - SC,1,0,4,4,Casa,4,9,-5,4,16.67
84,9,Avaí - SC,0,0,4,5,Fora,4,11,-7,4,14.81
85,10,Avaí - SC,0,0,4,6,Fora,4,13,-9,4,13.33
86,11,Avaí - SC,1,0,5,6,Casa,4,13,-9,5,15.15
87,12,Avaí - SC,0,0,5,7,Fora,5,16,-11,5,13.89
88,13,Avaí - SC,0,0,5,8,Casa,5,18,-13,5,12.82
89,14,Avaí - SC,1,0,6,8,Casa,7,20,-13,6,14.29
90,15,Avaí - SC,0,0,6,9,Fora,7,21,-14,6,13.33
91,16,Avaí - SC,1,0,7,9,Casa,8,22,-14,7,14.58
92,17,Avaí - SC,3,1,7,9,Fora,9,22,-13,10,19.61
93,18,Avaí - SC,0,1,7,10,Casa,9,25,-16,10,18.52
94,19,Avaí - SC,3,2,7,10,Fora,10,25,-15,13,22.81
95,20,Avaí - SC,3,3,7,10,Casa,11,25,-14,16,26.67
96,21,Avaí - SC,0,3,7,11,Fora,12,31,-19,16,25.4
97,22,Avaí - SC,0,3,7,12,Casa,12,33,-21,16,24.24
98,23,Avaí - SC,0,3,7,13,Fora,13,36,-23,16,23.19
99,24,Avaí - SC,1,3,8,13,Casa,13,36,-23,17,23.61
100,25,Avaí - SC,0,3,8,14,Fora,13,37,-24,17,22.67
101,26,Avaí - SC,0,3,8,15,Casa,13,39,-26,17,21.79
102,27,Avaí - SC,0,3,8,16,Fora,13,40,-27,17,20.99
103,28,Avaí - SC,0,3,8,17,Casa,14,42,-28,17,20.24
104,29,Avaí - SC,0,3,8,18,Casa,15,45,-30,17,19.54
105,30,Avaí - SC,0,3,8,19,Fora,15,47,-32,17,18.89
106,31,Avaí - SC,0,3,8,20,Casa,16,49,-33,17,18.28
107,32,Avaí - SC,0,3,8,21,Fora,16,51,-35,17,17.71
108,33,Avaí - SC,1,3,9,21,Fora,16,51,-35,18,18.18
109,34,Avaí - SC,0,3,9,22,Casa,16,52,-36,18,17.65
110,35,Avaí - SC,0,3,9,23,Fora,16,55,-39,18,17.14
111,36,Avaí - SC,1,3,10,23,Casa,17,56,-39,19,17.59
112,37,Avaí - SC,0,3,10,24,Fora,18,62,-44,19,17.12
113,38,Avaí - SC,1,3,11,24,Casa,18,62,-44,20,17.54
114,1,Bahia - BA,3,1,0,0,Casa,3,2,1,3,100.0
115,2,Bahia - BA,0,1,0,1,Fora,5,5,0,3,50.0
116,3,Bahia - BA,3,2,0,1,Casa,6,5,1,6,66.67
117,4,Bahia - BA,0,2,0,2,Fora,6,6,0,6,50.0
118,5,Bahia - BA,1,2,1,2,Fora,6,6,0,7,46.67
119,6,Bahia - BA,3,3,1,2,Casa,9,8,1,10,55.56
120,7,Bahia - BA,3,4,1,2,Casa,10,8,2,13,61.9
121,8,Bahia - BA,1,4,2,2,Fora,10,8,2,14,58.33
122,9,Bahia - BA,0,4,2,3,Fora,11,11,0,14,51.85
123,10,Bahia - BA,0,4,2,4,Casa,11,12,-1,14,46.67
124,11,Bahia - BA,1,4,3,4,Casa,11,12,-1,15,45.45
125,12,Bahia - BA,1,4,4,4,Fora,11,12,-1,16,44.44
126,13,Bahia - BA,3,5,4,4,Casa,14,12,2,19,48.72
127,14,Bahia - BA,1,5,5,4,Fora,16,14,2,20,47.62
128,15,Bahia - BA,1,5,6,4,Casa,17,15,2,21,46.67
129,16,Bahia - BA,3,6,6,4,Fora,18,15,3,24,50.0
130,17,Bahia - BA,3,7,6,4,Casa,19,15,4,27,52.94
131,18,Bahia - BA,3,8,6,4,Fora,21,15,6,30,55.56
132,19,Bahia - BA,1,8,7,4,Casa,22,16,6,31,54.39
133,20,Bahia - BA,0,8,7,5,Fora,23,18,5,31,51.67
134,21,Bahia - BA,3,9,7,5,Casa,25,18,7,34,53.97
135,22,Bahia - BA,3,10,7,5,Fora,27,18,9,37,56.06
136,23,Bahia - BA,0,10,7,6,Casa,28,20,8,37,53.62
137,24,Bahia - BA,1,10,8,6,Casa,28,20,8,38,52.78
138,25,Bahia - BA,0,10,8,7,Fora,28,22,6,38,50.67
139,26,Bahia - BA,3,11,8,7,Fora,29,22,7,41,52.56
140,27,Bahia - BA,0,11,8,8,Casa,30,24,6,41,50.62
141,28,Bahia - BA,0,11,8,9,Casa,32,27,5,41,48.81
142,29,Bahia - BA,0,11,8,10,Fora,32,28,4,41,47.13
143,30,Bahia - BA,1,11,9,10,Fora,33,29,4,42,46.67
144,31,Bahia - BA,1,11,10,10,Casa,34,30,4,43,46.24
145,32,Bahia - BA,0,11,10,11,Fora,35,33,2,43,44.79
146,33,Bahia - BA,1,11,11,11,Casa,36,34,2,44,44.44
147,34,Bahia - BA,0,11,11,12,Fora,39,38,1,44,43.14
148,35,Bahia - BA,1,11,12,12,Casa,40,39,1,45,42.86
149,36,Bahia - BA,3,12,12,12,Fora,42,40,2,48,44.44
150,37,Bahia - BA,1,12,13,12,Casa,43,41,2,49,44.14
151,38,Bahia - BA,0,12,13,13,Fora,44,43,1,49,42.98
152,1,Botafogo - RJ,0,0,0,1,Fora,0,2,-2,0,0.0
153,2,Botafogo - RJ,3,1,0,1,Casa,3,4,-1,3,50.0
154,3,Botafogo - RJ,3,2,0,1,Casa,4,4,0,6,66.67
155,4,Botafogo - RJ,3,3,0,1,Fora,5,4,1,9,75.0
156,5,Botafogo - RJ,0,3,0,2,Fora,5,5,0,9,60.0
157,6,Botafogo - RJ,0,3,0,3,Casa,5,6,-1,9,50.0
158,7,Botafogo - RJ,3,4,0,3,Casa,6,6,0,12,57.14
159,8,Botafogo - RJ,3,5,0,3,Fora,8,7,1,15,62.5
160,9,Botafogo - RJ,0,5,0,4,Casa,8,8,0,15,55.56
161,10,Botafogo - RJ,1,5,1,4,Fora,8,8,0,16,53.33
162,11,Botafogo - RJ,0,5,1,5,Casa,8,9,-1,16,48.48
163,12,Botafogo - RJ,0,5,1,6,Fora,10,12,-2,16,44.44
164,13,Botafogo - RJ,3,6,1,6,Fora,12,12,0,19,48.72
165,14,Botafogo - RJ,3,7,1,6,Casa,14,13,1,22,52.38
166,15,Botafogo - RJ,0,7,1,7,Fora,14,15,-1,22,48.89
167,16,Botafogo - RJ,1,7,2,7,Casa,14,15,-1,23,47.92
168,17,Botafogo - RJ,0,7,2,8,Fora,16,18,-2,23,45.1
169,18,Botafogo - RJ,3,8,2,8,Casa,18,19,-1,26,48.15
170,19,Botafogo - RJ,1,8,3,8,Fora,18,19,-1,27,47.37
171,20,Botafogo - RJ,0,8,3,9,Casa,19,21,-2,27,45.0
172,21,Botafogo - RJ,0,8,3,10,Fora,19,23,-4,27,42.86
173,22,Botafogo - RJ,0,8,3,11,Fora,19,24,-5,27,40.91
174,23,Botafogo - RJ,0,8,3,12,Casa,19,25,-6,27,39.13
175,24,Botafogo - RJ,3,9,3,12,Casa,22,26,-4,30,41.67
176,25,Botafogo - RJ,0,9,3,13,Fora,22,27,-5,30,40.0
177,26,Botafogo - RJ,0,9,3,14,Fora,23,29,-6,30,38.46
178,27,Botafogo - RJ,3,10,3,14,Casa,25,30,-5,33,40.74
179,28,Botafogo - RJ,0,10,3,15,Fora,25,33,-8,33,39.29
180,29,Botafogo - RJ,0,10,3,16,Casa,25,35,-10,33,37.93
181,30,Botafogo - RJ,0,10,3,17,Fora,26,39,-13,33,36.67
182,31,Botafogo - RJ,0,10,3,18,Casa,26,40,-14,33,35.48
183,32,Botafogo - RJ,3,11,3,18,Casa,28,40,-12,36,37.5
184,33,Botafogo - RJ,0,11,3,19,Fora,28,41,-13,36,36.36
185,34,Botafogo - RJ,3,12,3,19,Casa,29,41,-12,39,38.24
186,35,Botafogo - RJ,3,13,3,19,Fora,30,41,-11,42,40.0
187,36,Botafogo - RJ,0,13,3,20,Casa,30,42,-12,42,38.89
188,37,Botafogo - RJ,0,13,3,21,Fora,30,44,-14,42,37.84
189,38,Botafogo - RJ,1,13,4,21,Casa,31,45,-14,43,37.72
190,1,Ceará - CE,3,1,0,0,Casa,4,0,4,3,100.0
191,2,Ceará - CE,0,1,0,1,Fora,4,1,3,3,50.0
192,3,Ceará - CE,0,1,0,2,Casa,5,3,2,3,33.33
193,4,Ceará - CE,0,1,0,3,Fora,6,5,1,3,25.0
194,5,Ceará - CE,3,2,0,3,Casa,8,6,2,6,40.0
195,6,Ceará - CE,3,3,0,3,Fora,10,7,3,9,50.0
196,7,Ceará - CE,0,3,0,4,Casa,10,8,2,9,42.86
197,8,Ceará - CE,1,3,1,4,Casa,10,8,2,10,41.67
198,9,Ceará - CE,0,3,1,5,Fora,10,9,1,10,37.04
199,10,Ceará - CE,1,3,2,5,Fora,11,10,1,11,36.67
200,11,Ceará - CE,3,4,2,5,Casa,13,10,3,14,42.42
201,12,Ceará - CE,0,4,2,6,Fora,13,11,2,14,38.89
202,13,Ceará - CE,3,5,2,6,Casa,15,12,3,17,43.59
203,14,Ceará - CE,3,6,2,6,Casa,19,13,6,20,47.62
204,15,Ceará - CE,0,6,2,7,Fora,19,14,5,20,44.44
205,16,Ceará - CE,0,6,2,8,Casa,19,17,2,20,41.67
206,17,Ceará - CE,0,6,2,9,Fora,19,18,1,20,39.22
207,18,Ceará - CE,1,6,3,9,Fora,21,20,1,21,38.89
208,19,Ceará - CE,1,6,4,9,Casa,21,20,1,22,38.6
209,20,Ceará - CE,0,6,4,10,Fora,21,21,0,22,36.67
210,21,Ceará - CE,1,6,5,10,Casa,21,21,0,23,36.51
211,22,Ceará - CE,0,6,5,11,Fora,22,23,-1,23,34.85
212,23,Ceará - CE,0,6,5,12,Casa,22,24,-2,23,33.33
213,24,Ceará - CE,0,6,5,13,Fora,23,26,-3,23,31.94
214,25,Ceará - CE,3,7,5,13,Casa,24,26,-2,26,34.67
215,26,Ceará - CE,0,7,5,14,Fora,25,28,-3,26,33.33
216,27,Ceará - CE,3,8,5,14,Fora,27,29,-2,29,35.8
217,28,Ceará - CE,1,8,6,14,Casa,28,30,-2,30,35.71
218,29,Ceará - CE,3,9,6,14,Casa,30,30,0,33,37.93
219,30,Ceará - CE,0,9,6,15,Fora,30,31,-1,33,36.67
220,31,Ceará - CE,3,10,6,15,Casa,32,31,1,36,38.71
221,32,Ceará - CE,0,10,6,16,Fora,32,32,0,36,37.5
222,33,Ceará - CE,0,10,6,17,Fora,32,33,-1,36,36.36
223,34,Ceará - CE,1,10,7,17,Casa,33,34,-1,37,36.27
224,35,Ceará - CE,0,10,7,18,Fora,34,38,-4,37,35.24
225,36,Ceará - CE,1,10,8,18,Casa,35,39,-4,38,35.19
226,37,Ceará - CE,0,10,8,19,Casa,35,40,-5,38,34.23
227,38,Ceará - CE,1,10,9,19,Fora,36,41,-5,39,34.21
228,1,Chapecoense - SC,3,1,0,0,Casa,2,0,2,3,100.0
229,2,Chapecoense - SC,0,1,0,1,Fora,2,1,1,3,50.0
230,3,Chapecoense - SC,1,1,1,1,Casa,3,2,1,4,44.44
231,4,Chapecoense - SC,0,1,1,2,Fora,4,4,0,4,33.33
232,5,Chapecoense - SC,0,1,1,3,Casa,5,7,-2,4,26.67
233,6,Chapecoense - SC,3,2,1,3,Fora,7,8,-1,7,38.89
234,7,Chapecoense - SC,0,2,1,4,Casa,8,10,-2,7,33.33
235,8,Chapecoense - SC,0,2,1,5,Fora,9,13,-4,7,29.17
236,9,Chapecoense - SC,1,2,2,5,Casa,10,14,-4,8,29.63
237,10,Chapecoense - SC,0,2,2,6,Casa,11,16,-5,8,26.67
238,11,Chapecoense - SC,0,2,2,7,Fora,11,20,-9,8,24.24
239,12,Chapecoense - SC,1,2,3,7,Casa,11,20,-9,9,25.0
240,13,Chapecoense - SC,1,2,4,7,Fora,14,23,-9,10,25.64
241,14,Chapecoense - SC,0,2,4,8,Fora,15,27,-12,10,23.81
242,15,Chapecoense - SC,3,3,4,8,Casa,16,27,-11,13,28.89
243,16,Chapecoense - SC,1,3,5,8,Fora,16,27,-11,14,29.17
244,17,Chapecoense - SC,0,3,5,9,Casa,16,28,-12,14,27.45
245,18,Chapecoense - SC,0,3,5,10,Fora,16,30,-14,14,25.93
246,19,Chapecoense - SC,0,3,5,11,Casa,17,32,-15,14,24.56
247,20,Chapecoense - SC,0,3,5,12,Fora,17,33,-16,14,23.33
248,21,Chapecoense - SC,0,3,5,13,Casa,17,34,-17,14,22.22
249,22,Chapecoense - SC,1,3,6,13,Fora,18,35,-17,15,22.73
250,23,Chapecoense - SC,0,3,6,14,Casa,18,36,-18,15,21.74
251,24,Chapecoense - SC,0,3,6,15,Fora,18,38,-20,15,20.83
252,25,Chapecoense - SC,1,3,7,15,Casa,19,39,-20,16,21.33
253,26,Chapecoense - SC,0,3,7,16,Fora,19,40,-21,16,20.51
254,27,Chapecoense - SC,1,3,8,16,Casa,21,42,-21,17,20.99
255,28,Chapecoense - SC,1,3,9,16,Fora,22,43,-21,18,21.43
256,29,Chapecoense - SC,3,4,9,16,Fora,24,43,-19,21,24.14
257,30,Chapecoense - SC,0,4,9,17,Casa,24,46,-22,21,23.33
258,31,Chapecoense - SC,1,4,10,17,Fora,25,47,-22,22,23.66
259,32,Chapecoense - SC,0,4,10,18,Casa,25,48,-23,22,22.92
260,33,Chapecoense - SC,3,5,10,18,Casa,26,48,-22,25,25.25
261,34,Chapecoense - SC,3,6,10,18,Fora,27,48,-21,28,27.45
262,35,Chapecoense - SC,0,6,10,19,Casa,27,49,-22,28,26.67
263,36,Chapecoense - SC,0,6,10,20,Fora,27,51,-24,28,25.93
264,37,Chapecoense - SC,3,7,10,20,Casa,30,51,-21,31,27.93
265,38,Chapecoense - SC,1,7,11,20,Fora,31,52,-21,32,28.07
266,1,Corinthians - SP,0,0,0,1,Fora,2,3,-1,0,0.0
267,2,Corinthians - SP,3,1,0,1,Casa,3,3,0,3,50.0
268,3,Corinthians - SP,1,1,1,1,Fora,4,4,0,4,44.44
269,4,Corinthians - SP,1,1,2,1,Casa,4,4,0,5,41.67
270,5,Corinthians - SP,3,2,2,1,Fora,6,4,2,8,53.33
271,6,Corinthians - SP,3,3,2,1,Casa,7,4,3,11,61.11
272,7,Corinthians - SP,3,4,2,1,Casa,9,4,5,14,66.67
273,8,Corinthians - SP,1,4,3,1,Fora,9,4,5,15,62.5
274,9,Corinthians - SP,0,4,3,2,Fora,9,5,4,15,55.56
275,10,Corinthians - SP,3,5,3,2,Casa,10,5,5,18,60.0
276,11,Corinthians - SP,1,5,4,2,Casa,11,6,5,19,57.58
277,12,Corinthians - SP,3,6,4,2,Fora,14,7,7,22,61.11
278,13,Corinthians - SP,1,6,5,2,Casa,15,8,7,23,58.97
279,14,Corinthians - SP,1,6,6,2,Fora,15,8,7,24,57.14
280,15,Corinthians - SP,3,7,6,2,Casa,17,8,9,27,60.0
281,16,Corinthians - SP,1,7,7,2,Fora,18,9,9,28,58.33
282,17,Corinthians - SP,3,8,7,2,Casa,19,9,10,31,60.78
283,18,Corinthians - SP,1,8,8,2,Casa,21,11,10,32,59.26
284,19,Corinthians - SP,0,8,8,3,Fora,21,12,9,32,56.14
285,20,Corinthians - SP,3,9,8,3,Casa,23,13,10,35,58.33
286,21,Corinthians - SP,3,10,8,3,Fora,24,13,11,38,60.32
287,22,Corinthians - SP,3,11,8,3,Casa,25,13,12,41,62.12
288,23,Corinthians - SP,1,11,9,3,Fora,25,13,12,42,60.87
289,24,Corinthians - SP,1,11,10,3,Casa,27,15,12,43,59.72
290,25,Corinthians - SP,0,11,10,4,Fora,27,16,11,43,57.33
291,26,Corinthians - SP,1,11,11,4,Fora,29,18,11,44,56.41
292,27,Corinthians - SP,0,11,11,5,Casa,30,20,10,44,54.32
293,28,Corinthians - SP,1,11,12,5,Casa,30,20,10,45,53.57
294,29,Corinthians - SP,0,11,12,6,Fora,31,22,9,45,51.72
295,30,Corinthians - SP,0,11,12,7,Fora,32,26,6,45,50.0
296,31,Corinthians - SP,3,12,12,7,Casa,35,28,7,48,51.61
297,32,Corinthians - SP,1,12,13,7,Fora,36,29,7,49,51.04
298,33,Corinthians - SP,1,12,14,7,Casa,36,29,7,50,50.51
299,34,Corinthians - SP,0,12,14,8,Fora,36,30,6,50,49.02
300,35,Corinthians - SP,3,13,14,8,Casa,39,30,9,53,50.48
301,36,Corinthians - SP,0,13,14,9,Fora,40,32,8,53,49.07
302,37,Corinthians - SP,3,14,14,9,Fora,41,32,9,56,50.45
303,38,Corinthians - SP,0,14,14,10,Casa,42,34,8,56,49.12
304,1,Cruzeiro - MG,0,0,0,1,Fora,1,3,-2,0,0.0
305,2,Cruzeiro - MG,3,1,0,1,Casa,2,3,-1,3,50.0
306,3,Cruzeiro - MG,3,2,0,1,Casa,4,4,0,6,66.67
307,4,Cruzeiro - MG,0,2,0,2,Fora,5,7,-2,6,50.0
308,5,Cruzeiro - MG,0,2,0,3,Fora,6,11,-5,6,40.0
309,6,Cruzeiro - MG,0,2,0,4,Casa,7,13,-6,6,33.33
310,7,Cruzeiro - MG,1,2,1,4,Fora,8,14,-6,7,33.33
311,8,Cruzeiro - MG,1,2,2,4,Casa,8,14,-6,8,33.33
312,9,Cruzeiro - MG,0,2,2,5,Fora,9,16,-7,8,29.63
313,10,Cruzeiro - MG,1,2,3,5,Casa,9,16,-7,9,30.0
314,11,Cruzeiro - MG,1,2,4,5,Fora,9,16,-7,10,30.3
315,12,Cruzeiro - MG,0,2,4,6,Casa,9,18,-9,10,27.78
316,13,Cruzeiro - MG,0,2,4,7,Fora,9,20,-11,10,25.64
317,14,Cruzeiro - MG,1,2,5,7,Fora,11,22,-11,11,26.19
318,15,Cruzeiro - MG,3,3,5,7,Casa,13,22,-9,14,31.11
319,16,Cruzeiro - MG,1,3,6,7,Fora,14,23,-9,15,31.25
320,17,Cruzeiro - MG,3,4,6,7,Casa,15,23,-8,18,35.29
321,18,Cruzeiro - MG,0,4,6,8,Casa,16,27,-11,18,33.33
322,19,Cruzeiro - MG,0,4,6,9,Fora,16,28,-12,18,31.58
323,20,Cruzeiro - MG,0,4,6,10,Casa,17,30,-13,18,30.0
324,21,Cruzeiro - MG,1,4,7,10,Fora,17,30,-13,19,30.16
325,22,Cruzeiro - MG,0,4,7,11,Fora,17,31,-14,19,28.79
326,23,Cruzeiro - MG,1,4,8,11,Casa,18,32,-14,20,28.99
327,24,Cruzeiro - MG,1,4,9,11,Casa,18,32,-14,21,29.17
328,25,Cruzeiro - MG,1,4,10,11,Fora,19,33,-14,22,29.33
329,26,Cruzeiro - MG,3,5,10,11,Casa,20,33,-13,25,32.05
330,27,Cruzeiro - MG,3,6,10,11,Fora,22,34,-12,28,34.57
331,28,Cruzeiro - MG,1,6,11,11,Casa,23,35,-12,29,34.52
332,29,Cruzeiro - MG,3,7,11,11,Fora,25,35,-10,32,36.78
333,30,Cruzeiro - MG,1,7,12,11,Casa,26,36,-10,33,36.67
334,31,Cruzeiro - MG,1,7,13,11,Fora,26,36,-10,34,36.56
335,32,Cruzeiro - MG,1,7,14,11,Casa,26,36,-10,35,36.46
336,33,Cruzeiro - MG,1,7,15,11,Casa,26,36,-10,36,36.36
337,34,Cruzeiro - MG,0,7,15,12,Fora,27,40,-13,36,35.29
338,35,Cruzeiro - MG,0,7,15,13,Casa,27,41,-14,36,34.29
339,36,Cruzeiro - MG,0,7,15,14,Fora,27,42,-15,36,33.33
340,37,Cruzeiro - MG,0,7,15,15,Fora,27,44,-17,36,32.43
341,38,Cruzeiro - MG,0,7,15,16,Casa,27,46,-19,36,31.58
342,1,Csa - AL,0,0,0,1,Fora,0,4,-4,0,0.0
343,2,Csa - AL,1,0,1,1,Casa,1,5,-4,1,16.67
344,3,Csa - AL,1,0,2,1,Casa,1,5,-4,2,22.22
345,4,Csa - AL,1,0,3,1,Fora,1,5,-4,3,25.0
346,5,Csa - AL,0,0,3,2,Fora,1,7,-6,3,20.0
347,6,Csa - AL,3,1,3,2,Casa,2,7,-5,6,33.33
348,7,Csa - AL,0,1,3,3,Fora,2,11,-9,6,28.57
349,8,Csa - AL,0,1,3,4,Casa,3,13,-10,6,25.0
350,9,Csa - AL,0,1,3,5,Casa,3,15,-12,6,22.22
351,10,Csa - AL,0,1,3,6,Fora,3,16,-13,6,20.0
352,11,Csa - AL,0,1,3,7,Casa,3,20,-17,6,18.18
353,12,Csa - AL,1,1,4,7,Casa,3,20,-17,7,19.44
354,13,Csa - AL,1,1,5,7,Fora,3,20,-17,8,20.51
355,14,Csa - AL,0,1,5,8,Casa,3,22,-19,8,19.05
356,15,Csa - AL,3,2,5,8,Fora,4,22,-18,11,24.44
357,16,Csa - AL,1,2,6,8,Casa,5,23,-18,12,25.0
358,17,Csa - AL,0,2,6,9,Fora,5,24,-19,12,23.53
359,18,Csa - AL,3,3,6,9,Casa,7,24,-17,15,27.78
360,19,Csa - AL,1,3,7,9,Fora,8,25,-17,16,28.07
361,20,Csa - AL,3,4,7,9,Casa,9,25,-16,19,31.67
362,21,Csa - AL,0,4,7,10,Fora,11,31,-20,19,30.16
363,22,Csa - AL,0,4,7,11,Fora,11,33,-22,19,28.79
364,23,Csa - AL,3,5,7,11,Casa,14,34,-20,22,31.88
