,Rodada,Time,Pontos,Vitorias,Empates,Derrotas,Em Casa?,Total de Gols,Total de Gols Tomados,Saldo de Gols,Pontos Acumulados,Aproveitamento %
59,22,Atlético - GO,3,6,9,7,Fora,20,27,-7,27,40.91
60,23,Atlético - GO,1,6,10,7,Casa,20,27,-7,28,40.58
61,24,Atlético - GO,0,6,10,8,Casa,20,28,-8,28,38.89
62,25,Atlético - GO,3,7,10,8,Fora,22,29,-7,31,41.33
63,26,Atlético - GO,3,8,10,8,Casa,24,30,-6,34,43.59
64,27,Atlético - GO,0,8,10,9,Fora,25,32,-7,34,41.98
65,28,Atlético - GO,1,8,11,9,Casa,25,32,-7,35,41.67
66,29,Atlético - GO,1,8,12,9,Casa,26,33,-7,36,41.38
67,30,Atlético - GO,0,8,12,10,Fora,27,36,-9,36,40.0
68,31,Atlético - GO,3,9,12,10,Fora,30,37,-7,39,41.94
69,32,Atlético - GO,3,10,12,10,Casa,32,37,-5,42,43.75
70,33,Atlético - GO,3,11,12,10,Casa,34,38,-4,45,45.45
71,34,Atlético - GO,0,11,12,11,Fora,34,40,-6,45,44.12
72,35,Atlético - GO,1,11,13,11,Casa,35,41,-6,46,43.81
73,36,Atlético - GO,0,11,13,12,Fora,36,43,-7,46,42.59
74,37,Atlético - GO,1,11,14,12,Fora,37,44,-7,47,42.34
75,38,Atlético - GO,3,12,14,12,Casa,40,45,-5,50,43.86
76,1,Atlético - MG,3,1,0,0,Fora,1,0,1,3,100.0
77,2,Atlético - MG,3,2,0,0,Casa,4,2,2,6,100.0
78,3,Atlético - MG,3,3,0,0,Casa,6,2,4,9,100.0
79,4,Atlético - MG,0,3,0,1,Fora,7,4,3,9,75.0
80,5,Atlético - MG,0,3,0,2,Fora,7,5,2,9,60.0
81,6,Atlético - MG,0,3,0,3,Casa,7,7,0,9,50.0
82,7,Atlético - MG,3,4,0,3,Casa,10,7,3,12,57.14
83,8,Atlético - MG,3,5,0,3,Fora,11,7,4,15,62.5
84,9,Atlético - MG,0,5,0,4,Fora,12,10,2,15,55.56
85,10,Atlético - MG,3,6,0,4,Casa,14,11,3,18,60.0
86,11,Atlético - MG,3,7,0,4,Fora,18,14,4,21,63.64
87,12,Atlético - MG,3,8,0,4,Casa,21,15,6,24,66.67
88,13,Atlético - MG,3,9,0,4,Casa,25,16,9,27,69.23
89,14,Atlético - MG,0,9,0,5,Fora,26,18,8,27,64.29
90,15,Atlético - MG,3,10,0,5,Casa,29,18,11,30,66.67
91,16,Atlético - MG,1,10,1,5,Casa,30,19,11,31,64.58
92,17,Atlético - MG,0,10,1,6,Fora,31,22,9,31,60.78
93,18,Atlético - MG,1,10,2,6,Casa,31,22,9,32,59.26
94,19,Atlético - MG,0,10,2,7,Fora,31,25,6,32,56.14
95,20,Atlético - MG,3,11,2,7,Casa,35,25,10,35,58.33
96,21,Atlético - MG,3,12,2,7,Fora,37,26,11,38,60.32
97,22,Atlético - MG,1,12,3,7,Fora,39,28,11,39,59.09
98,23,Atlético - MG,3,13,3,7,Casa,41,29,12,42,60.87
99,24,Atlético - MG,1,13,4,7,Casa,43,31,12,43,59.72
100,25,Atlético - MG,3,14,4,7,Fora,44,31,13,46,61.33
101,26,Atlético - MG,0,14,4,8,Fora,44,34,10,46,58.97
102,27,Atlético - MG,3,15,4,8,Casa,46,34,12,49,60.49
103,28,Atlético - MG,3,16,4,8,Casa,48,34,14,52,61.9
104,29,Atlético - MG,1,16,5,8,Fora,50,36,14,53,60.92
105,30,Atlético - MG,3,17,5,8,Casa,53,37,16,56,62.22
106,31,Atlético - MG,1,17,6,8,Fora,54,38,16,57,61.29
107,32,Atlético - MG,0,17,6,9,Fora,56,41,15,57,59.38
108,33,Atlético - MG,3,18,6,9,Casa,58,41,17,60,60.61
109,34,Atlético - MG,0,18,6,10,Fora,58,42,16,60,58.82
110,35,Atlético - MG,1,18,7,10,Fora,58,42,16,61,58.1
111,36,Atlético - MG,1,18,8,10,Casa,59,43,16,62,57.41
112,37,Atlético - MG,3,19,8,10,Fora,62,45,17,65,58.56
113,38,Atlético - MG,3,20,8,10,Casa,64,45,19,68,59.65
114,1,Bahia - BA,3,1,0,0,Fora,2,1,1,3,100.0
115,2,Bahia - BA,3,2,0,0,Casa,3,1,2,6,100.0
116,3,Bahia - BA,3,3,0,0,Casa,5,2,3,9,100.0
117,4,Bahia - BA,1,3,1,0,Fora,6,3,3,10,83.33
118,5,Bahia - BA,0,3,1,1,Fora,6,5,1,10,66.67
119,6,Bahia - BA,1,3,2,1,Casa,7,6,1,11,61.11
120,7,Bahia - BA,0,3,2,2,Casa,10,11,-1,11,52.38
121,8,Bahia - BA,1,3,3,2,Fora,12,13,-1,12,50.0
122,9,Bahia - BA,0,3,3,3,Casa,12,15,-3,12,44.44
123,10,Bahia - BA,0,3,3,4,Casa,12,16,-4,12,40.0
124,11,Bahia - BA,0,3,3,5,Fora,14,19,-5,12,36.36
125,12,Bahia - BA,0,3,3,6,Fora,14,20,-6,12,33.33
126,13,Bahia - BA,0,3,3,7,Casa,15,22,-7,12,30.77
127,14,Bahia - BA,3,4,3,7,Casa,18,22,-4,15,35.71
128,15,Bahia - BA,0,4,3,8,Fora,18,23,-5,15,33.33
129,16,Bahia - BA,1,4,4,8,Fora,19,24,-5,16,33.33
130,17,Bahia - BA,3,5,4,8,Casa,22,25,-3,19,37.25
131,18,Bahia - BA,3,6,4,8,Casa,24,26,-2,22,40.74
132,19,Bahia - BA,0,6,4,9,Fora,25,29,-4,22,38.6
133,20,Bahia - BA,3,7,4,9,Casa,26,29,-3,25,41.67
134,21,Bahia - BA,3,8,4,9,Fora,28,30,-2,28,44.44
135,22,Bahia - BA,0,8,4,10,Fora,28,34,-6,28,42.42
136,23,Bahia - BA,0,8,4,11,Casa,29,37,-8,28,40.58
137,24,Bahia - BA,0,8,4,12,Casa,29,39,-10,28,38.89
138,25,Bahia - BA,0,8,4,13,Fora,29,42,-13,28,37.33
139,26,Bahia - BA,0,8,4,14,Fora,32,46,-14,28,35.9
140,27,Bahia - BA,0,8,4,15,Casa,33,48,-15,28,34.57
141,28,Bahia - BA,0,8,4,16,Fora,34,50,-16,28,33.33
142,29,Bahia - BA,1,8,5,16,Fora,35,51,-16,29,33.33
143,30,Bahia - BA,3,9,5,16,Casa,37,52,-15,32,35.56
144,31,Bahia - BA,3,10,5,16,Casa,38,52,-14,35,37.63
145,32,Bahia - BA,0,10,5,17,Fora,38,54,-16,35,36.46
146,33,Bahia - BA,1,10,6,17,Fora,38,54,-16,36,36.36
147,34,Bahia - BA,0,10,6,18,Casa,38,55,-17,36,35.29
148,35,Bahia - BA,1,10,7,18,Casa,41,58,-17,37,35.24
149,36,Bahia - BA,1,10,8,18,Fora,42,59,-17,38,35.19
150,37,Bahia - BA,3,11,8,18,Fora,46,59,-13,41,36.94
151,38,Bahia - BA,3,12,8,18,Casa,48,59,-11,44,38.6
152,1,Botafogo - RJ,0,0,0,1,Casa,1,2,-1,0,0.0
153,2,Botafogo - RJ,1,0,1,1,Fora,2,3,-1,1,16.67
154,3,Botafogo - RJ,1,0,2,1,Fora,2,3,-1,2,22.22
155,4,Botafogo - RJ,3,1,2,1,Casa,4,4,0,5,41.67
156,5,Botafogo - RJ,1,1,3,1,Fora,5,5,0,6,40.0
157,6,Botafogo - RJ,0,1,3,2,Casa,5,7,-2,6,33.33
158,7,Botafogo - RJ,1,1,4,2,Casa,5,7,-2,7,33.33
159,8,Botafogo - RJ,1,1,5,2,Fora,7,9,-2,8,33.33
160,9,Botafogo - RJ,1,1,6,2,Fora,8,10,-2,9,33.33
161,10,Botafogo - RJ,0,1,6,3,Casa,10,13,-3,9,30.0
162,11,Botafogo - RJ,1,1,7,3,Casa,10,13,-3,10,30.3
163,12,Botafogo - RJ,1,1,8,3,Fora,11,14,-3,11,30.56
164,13,Botafogo - RJ,1,1,9,3,Casa,12,15,-3,12,30.77
165,14,Botafogo - RJ,3,2,9,3,Casa,14,16,-2,15,35.71
166,15,Botafogo - RJ,3,3,9,3,Fora,16,17,-1,18,40.0
167,16,Botafogo - RJ,0,3,9,4,Fora,17,20,-3,18,37.5
168,17,Botafogo - RJ,1,3,10,4,Casa,17,20,-3,19,37.25
169,18,Botafogo - RJ,0,3,10,5,Fora,17,24,-7,19,35.19
170,19,Botafogo - RJ,1,3,11,5,Casa,19,26,-7,20,35.09
171,20,Botafogo - RJ,0,3,11,6,Fora,19,27,-8,20,33.33
172,21,Botafogo - RJ,0,3,11,7,Casa,20,29,-9,20,31.75
173,22,Botafogo - RJ,0,3,11,8,Casa,21,31,-10,20,30.3
174,23,Botafogo - RJ,0,3,11,9,Fora,22,33,-11,20,28.99
175,24,Botafogo - RJ,0,3,11,10,Casa,22,34,-12,20,27.78
176,25,Botafogo - RJ,0,3,11,11,Fora,23,36,-13,20,26.67
177,26,Botafogo - RJ,3,4,11,11,Fora,25,37,-12,23,29.49
178,27,Botafogo - RJ,0,4,11,12,Casa,25,39,-14,23,28.4
179,28,Botafogo - RJ,0,4,11,13,Casa,25,41,-16,23,27.38
180,29,Botafogo - RJ,0,4,11,14,Fora,25,44,-19,23,26.44
181,30,Botafogo - RJ,0,4,11,15,Fora,26,46,-20,23,25.56
182,31,Botafogo - RJ,0,4,11,16,Casa,27,49,-22,23,24.73
183,32,Botafogo - RJ,0,4,11,17,Fora,27,51,-24,23,23.96
184,33,Botafogo - RJ,1,4,12,17,Fora,28,52,-24,24,24.24
185,34,Botafogo - RJ,0,4,12,18,Casa,28,53,-25,24,23.53
186,35,Botafogo - RJ,0,4,12,19,Casa,30,58,-28,24,22.86
187,36,Botafogo - RJ,0,4,12,20,Fora,30,60,-30,24,22.22
188,37,Botafogo - RJ,3,5,12,20,Casa,31,60,-29,27,24.32
189,38,Botafogo - RJ,0,5,12,21,Fora,32,62,-30,27,23.68
190,1,Ceará - CE,0,0,0,1,Fora,2,3,-1,0,0.0
191,2,Ceará - CE,1,0,1,1,Casa,3,4,-1,1,16.67
192,3,Ceará - CE,0,0,1,2,Fora,3,6,-3,1,11.11
193,4,Ceará - CE,0,0,1,3,Casa,3,9,-6,1,8.33
194,5,Ceará - CE,3,1,1,3,Casa,5,9,-4,4,26.67
195,6,Ceará - CE,3,2,1,3,Fora,7,9,-2,7,38.89
196,7,Ceará - CE,3,3,1,3,Casa,8,9,-1,10,47.62
197,8,Ceará - CE,0,3,1,4,Casa,8,10,-2,10,41.67
198,9,Ceará - CE,0,3,1,5,Fora,8,12,-4,10,37.04
199,10,Ceará - CE,3,4,1,5,Casa,10,12,-2,13,43.33
200,11,Ceará - CE,0,4,1,6,Fora,12,16,-4,13,39.39
201,12,Ceará - CE,1,4,2,6,Casa,14,18,-4,14,38.89
202,13,Ceará - CE,0,4,2,7,Fora,15,20,-5,14,35.9
203,14,Ceará - CE,1,4,3,7,Fora,15,20,-5,15,35.71
204,15,Ceará - CE,3,5,3,7,Casa,17,21,-4,18,40.0
205,16,Ceará - CE,1,5,4,7,Casa,18,22,-4,19,39.58
206,17,Ceará - CE,1,5,5,7,Fora,20,24,-4,20,39.22
207,18,Ceará - CE,3,6,5,7,Casa,22,25,-3,23,42.59
208,19,Ceará - CE,1,6,6,7,Fora,24,27,-3,24,42.11
209,20,Ceará - CE,1,6,7,7,Casa,24,27,-3,25,41.67
210,21,Ceará - CE,0,6,7,8,Fora,26,31,-5,25,39.68
211,22,Ceará - CE,1,6,8,8,Casa,28,33,-5,26,39.39
212,23,Ceará - CE,3,7,8,8,Fora,32,34,-2,29,42.03
213,24,Ceará - CE,3,8,8,8,Fora,34,34,0,32,44.44
214,25,Ceará - CE,0,8,8,9,Casa,35,36,-1,32,42.67
215,26,Ceará - CE,3,9,8,9,Fora,37,36,1,35,44.87
216,27,Ceará - CE,1,9,9,9,Fora,38,37,1,36,44.44
217,28,Ceará - CE,0,9,9,10,Casa,38,39,-1,36,42.86
218,29,Ceará - CE,3,10,9,10,Fora,40,39,1,39,44.83
219,30,Ceará - CE,0,10,9,11,Casa,41,41,0,39,43.33
220,31,Ceará - CE,3,11,9,11,Fora,45,41,4,42,45.16
221,32,Ceará - CE,3,12,9,11,Casa,47,42,5,45,46.88
222,33,Ceará - CE,0,12,9,12,Casa,47,44,3,45,45.45
223,34,Ceará - CE,0,12,9,13,Fora,48,46,2,45,44.12
224,35,Ceará - CE,1,12,10,13,Fora,49,47,2,46,43.81
225,36,Ceará - CE,0,12,10,14,Casa,50,50,0,46,42.59
226,37,Ceará - CE,3,13,10,14,Fora,52,50,2,49,44.14
227,38,Ceará - CE,3,14,10,14,Casa,54,51,3,52,45.61
228,1,Corinthians - SP,1,0,1,0,Casa,0,0,0,1,33.33
229,2,Corinthians - SP,0,0,1,1,Fora,2,3,-1,1,16.67
230,3,Corinthians - SP,1,0,2,1,Fora,2,3,-1,2,22.22
231,4,Corinthians - SP,3,1,2,1,Casa,5,4,1,5,41.67
232,5,Corinthians - SP,1,1,3,1,Casa,6,5,1,6,40.0
233,6,Corinthians - SP,0,1,3,2,Fora,7,7,0,6,33.33
234,7,Corinthians - SP,3,2,3,2,Fora,9,8,1,9,42.86
235,8,Corinthians - SP,1,2,4,2,Casa,11,10,1,10,41.67
236,9,Corinthians - SP,0,2,4,3,Casa,11,12,-1,10,37.04
237,10,Corinthians - SP,0,2,4,4,Fora,12,14,-2,10,33.33
238,11,Corinthians - SP,3,3,4,4,Casa,15,16,-1,13,39.39
239,12,Corinthians - SP,0,3,4,5,Fora,15,17,-2,13,36.11
240,13,Corinthians - SP,1,3,5,5,Fora,15,17,-2,14,35.9
241,14,Corinthians - SP,1,3,6,5,Casa,16,18,-2,15,35.71
242,15,Corinthians - SP,0,3,6,6,Fora,17,20,-3,15,33.33
243,16,Corinthians - SP,3,4,6,6,Fora,18,20,-2,18,37.5
244,17,Corinthians - SP,0,4,6,7,Casa,19,25,-6,18,35.29
245,18,Corinthians - SP,3,5,6,7,Fora,21,26,-5,21,38.89
246,19,Corinthians - SP,3,6,6,7,Casa,22,26,-4,24,42.11
247,20,Corinthians - SP,1,6,7,7,Fora,23,27,-4,25,41.67
248,21,Corinthians - SP,0,6,7,8,Casa,24,29,-5,25,39.68
249,22,Corinthians - SP,1,6,8,8,Casa,24,29,-5,26,39.39
250,23,Corinthians - SP,3,7,8,8,Fora,25,29,-4,29,42.03
251,24,Corinthians - SP,1,7,9,8,Fora,25,29,-4,30,41.67
252,25,Corinthians - SP,3,8,9,8,Casa,26,29,-3,33,44.0
253,26,Corinthians - SP,3,9,9,8,Casa,28,30,-2,36,46.15
254,27,Corinthians - SP,3,10,9,8,Fora,30,30,0,39,48.15
255,28,Corinthians - SP,0,10,9,9,Fora,30,34,-4,39,46.43
256,29,Corinthians - SP,3,11,9,9,Casa,35,34,1,42,48.28
257,30,Corinthians - SP,0,11,9,10,Fora,36,36,0,42,46.67
258,31,Corinthians - SP,3,12,9,10,Casa,39,36,3,45,48.39
259,32,Corinthians - SP,0,12,9,11,Casa,39,38,1,45,46.88
260,33,Corinthians - SP,0,12,9,12,Fora,39,39,0,45,45.45
261,34,Corinthians - SP,3,13,9,12,Casa,41,40,1,48,47.06
262,35,Corinthians - SP,1,13,10,12,Casa,44,43,1,49,46.67
263,36,Corinthians - SP,0,13,10,13,Fora,45,45,0,49,45.37
264,37,Corinthians - SP,1,13,11,13,Casa,45,45,0,50,45.05
265,38,Corinthians - SP,1,13,12,13,Fora,45,45,0,51,44.74
266,1,Coritiba - PR,0,0,0,1,Casa,0,1,-1,0,0.0
267,2,Coritiba - PR,0,0,0,2,Fora,0,2,-2,0,0.0
268,3,Coritiba - PR,0,0,0,3,Casa,0,3,-3,0,0.0
269,4,Coritiba - PR,0,0,0,4,Fora,1,6,-5,0,0.0
270,5,Coritiba - PR,3,1,0,4,Fora,3,7,-4,3,20.0
271,6,Coritiba - PR,3,2,0,4,Casa,4,7,-3,6,33.33
272,7,Coritiba - PR,1,2,1,4,Fora,4,7,-3,7,33.33
273,8,Coritiba - PR,0,2,1,5,Casa,4,8,-4,7,29.17
274,9,Coritiba - PR,1,2,2,5,Fora,7,11,-4,8,29.63
275,10,Coritiba - PR,0,2,2,6,Fora,7,12,-5,8,26.67
276,11,Coritiba - PR,3,3,2,6,Casa,8,12,-4,11,33.33
277,12,Coritiba - PR,0,3,2,7,Fora,8,16,-8,11,30.56
278,13,Coritiba - PR,1,3,3,7,Casa,9,17,-8,12,30.77
279,14,Coritiba - PR,0,3,3,8,Fora,10,19,-9,12,28.57
280,15,Coritiba - PR,1,3,4,8,Casa,10,19,-9,13,28.89
281,16,Coritiba - PR,3,4,4,8,Fora,13,20,-7,16,33.33
282,17,Coritiba - PR,0,4,4,9,Casa,14,22,-8,16,31.37
283,18,Coritiba - PR,0,4,4,10,Fora,15,24,-9,16,29.63
284,19,Coritiba - PR,3,5,4,10,Casa,16,24,-8,19,33.33
285,20,Coritiba - PR,1,5,5,10,Fora,18,26,-8,20,33.33
286,21,Coritiba - PR,0,5,5,11,Casa,19,28,-9,20,31.75
287,22,Coritiba - PR,0,5,5,12,Fora,20,31,-11,20,30.3
288,23,Coritiba - PR,0,5,5,13,Casa,20,32,-12,20,28.99
289,24,Coritiba - PR,1,5,6,13,Casa,20,32,-12,21,29.17
290,25,Coritiba - PR,0,5,6,14,Fora,20,33,-13,21,28.0
291,26,Coritiba - PR,0,5,6,15,Casa,21,35,-14,21,26.92
292,27,Coritiba - PR,0,5,6,16,Fora,21,37,-16,21,25.93
293,28,Coritiba - PR,0,5,6,17,Casa,22,39,-17,21,25.0
294,29,Coritiba - PR,1,5,7,17,Casa,22,39,-17,22,25.29
295,30,Coritiba - PR,3,6,7,17,Fora,23,39,-16,25,27.78
296,31,Coritiba - PR,1,6,8,17,Casa,26,42,-16,26,27.96
297,32,Coritiba - PR,1,6,9,17,Fora,27,43,-16,27,28.12
298,33,Coritiba - PR,1,6,10,17,Casa,28,44,-16,28,28.28
299,34,Coritiba - PR,0,6,10,18,Fora,29,47,-18,28,27.45
300,35,Coritiba - PR,3,7,10,18,Casa,30,47,-17,31,29.52
301,36,Coritiba - PR,0,7,10,19,Fora,30,49,-19,31,28.7
302,37,Coritiba - PR,0,7,10,20,Casa,30,51,-21,31,27.93
303,38,Coritiba - PR,0,7,10,21,Fora,31,54,-23,31,27.19
304,1,Flamengo - RJ,0,0,0,1,Casa,0,1,-1,0,0.0
305,2,Flamengo - RJ,0,0,0,2,Fora,0,4,-4,0,0.0
306,3,Flamengo - RJ,3,1,0,2,Fora,1,4,-3,3,33.33
307,4,Flamengo - RJ,1,1,1,2,Casa,2,5,-3,4,33.33
308,5,Flamengo - RJ,1,1,2,2,Casa,3,6,-3,5,33.33
309,6,Flamengo - RJ,3,2,2,2,Fora,4,6,-2,8,44.44
310,7,Flamengo - RJ,3,3,2,2,Fora,9,9,0,11,52.38
311,8,Flamengo - RJ,3,4,2,2,Casa,11,10,1,14,58.33
312,9,Flamengo - RJ,3,5,2,2,Fora,13,11,2,17,62.96
313,10,Flamengo - RJ,0,5,2,3,Fora,13,13,0,17,56.67
314,11,Flamengo - RJ,3,6,2,3,Casa,15,14,1,20,60.61
315,12,Flamengo - RJ,1,6,3,3,Fora,16,15,1,21,58.33
316,13,Flamengo - RJ,3,7,3,3,Casa,19,16,3,24,61.54
317,14,Flamengo - RJ,3,8,3,3,Casa,22,16,6,27,64.29
318,15,Flamengo - RJ,3,9,3,3,Fora,24,17,7,30,66.67
319,16,Flamengo - RJ,1,9,4,3,Casa,25,18,7,31,64.58
320,17,Flamengo - RJ,3,10,4,3,Fora,30,19,11,34,66.67
321,18,Flamengo - RJ,1,10,5,3,Fora,32,21,11,35,64.81
322,19,Flamengo - RJ,0,10,5,4,Casa,33,25,8,35,61.4
323,20,Flamengo - RJ,0,10,5,5,Fora,33,29,4,35,58.33
324,21,Flamengo - RJ,1,10,6,5,Casa,34,30,4,36,57.14
325,22,Flamengo - RJ,3,11,6,5,Casa,37,31,6,39,59.09
326,23,Flamengo - RJ,3,12,6,5,Fora,41,33,8,42,60.87
327,24,Flamengo - RJ,3,13,6,5,Fora,42,33,9,45,62.5
328,25,Flamengo - RJ,3,14,6,5,Casa,46,34,12,48,64.0
329,26,Flamengo - RJ,3,15,6,5,Casa,50,37,13,51,65.38
330,27,Flamengo - RJ,1,15,7,5,Fora,50,37,13,52,64.2
331,28,Flamengo - RJ,0,15,7,6,Casa,51,39,12,52,61.9
332,29,Flamengo - RJ,0,15,7,7,Casa,51,41,10,52,59.77
333,30,Flamengo - RJ,3,16,7,7,Fora,54,41,13,55,61.11
334,31,Flamengo - RJ,3,17,7,7,Casa,56,41,15,58,62.37
335,32,Flamengo - RJ,0,17,7,8,Fora,57,43,14,58,60.42
336,33,Flamengo - RJ,3,18,7,8,Fora,60,43,17,61,61.62
337,34,Flamengo - RJ,3,19,7,8,Casa,62,43,19,64,62.75
338,35,Flamengo - RJ,1,19,8,8,Fora,63,44,19,65,61.9
339,36,Flamengo - RJ,3,20,8,8,Casa,65,45,20,68,62.96
340,37,Flamengo - RJ,3,21,8,8,Casa,67,46,21,71,63.96
341,38,Flamengo - RJ,0,21,8,9,Fora,68,48,20,71,62.28
342,1,Fluminense - RJ,0,0,0,1,Fora,0,1,-1,0,0.0
343,2,Fluminense - RJ,1,0,1,1,Casa,1,2,-1,1,16.67
344,3,Fluminense - RJ,3,1,1,1,Casa,3,3,0,4,44.44
345,4,Fluminense - RJ,0,1,1,2,Fora,4,5,-1,4,33.33
346,5,Fluminense - RJ,3,2,1,2,Fora,5,5,0,7,46.67
347,6,Fluminense - RJ,3,3,1,2,Casa,7,6,1,10,55.56
348,7,Fluminense - RJ,1,3,2,2,Casa,8,7,1,11,52.38
349,8,Fluminense - RJ,0,3,2,3,Fora,9,10,-1,11,45.83
350,9,Fluminense - RJ,0,3,2,4,Casa,10,12,-2,11,40.74
351,10,Fluminense - RJ,3,4,2,4,Casa,12,13,-1,14,46.67
352,11,Fluminense - RJ,0,4,2,5,Fora,12,14,-2,14,42.42
353,12,Fluminense - RJ,3,5,2,5,Casa,16,14,2,17,47.22
354,13,Fluminense - RJ,1,5,3,5,Fora,17,15,2,18,46.15
355,14,Fluminense - RJ,3,6,3,5,Fora,21,17,4,21,50.0
356,15,Fluminense - RJ,3,7,3,5,Casa,22,17,5,24,53.33
357,16,Fluminense - RJ,1,7,4,5,Fora,23,18,5,25,52.08
358,17,Fluminense - RJ,1,7,5,5,Casa,25,20,5,26,50.98
359,18,Fluminense - RJ,3,8,5,5,Casa,28,21,7,29,53.7
360,19,Fluminense - RJ,3,9,5,5,Fora,29,21,8,32,56.14
361,20,Fluminense - RJ,0,9,5,6,Casa,29,22,7,32,53.33
362,21,Fluminense - RJ,0,9,5,7,Fora,29,24,5,32,50.79
363,22,Fluminense - RJ,3,10,5,7,Fora,31,25,6,35,53.03
364,23,Fluminense - RJ,1,10,6,7,Casa,31,25,6,36,52.17
