,Rodada,Casa,Gols Casa,Fora,Gols Fora,Pontos Casa,Pontos Fora
125,13,Fluminense - RJ,0,Atlético - MG,0,1,1
126,13,Bahia - BA,0,Corinthians - SP,0,1,1
127,13,Cruzeiro - MG,2,Palmeiras - SP,1,3,0
128,13,Portuguesa - SP,3,Náutico - PE,1,3,0
129,13,Santos - SP,2,Ponte Preta - SP,1,3,0
130,14,Palmeiras - SP,0,Internacional - RS,1,0,3
131,14,Atlético - GO,1,Botafogo - RJ,2,0,3
132,14,Portuguesa - SP,2,Figueirense - SC,0,3,0
133,14,Vasco da Gama - RJ,0,Corinthians - SP,0,1,1
134,14,Grêmio - RS,3,Bahia - BA,1,3,0
135,14,Coritiba - PR,0,Fluminense - RJ,2,0,3
136,14,São Paulo - SP,1,Sport - PE,0,3,0
137,14,Cruzeiro - MG,1,Ponte Preta - SP,2,0,3
138,14,Náutico - PE,3,Santos - SP,0,3,0
139,14,Flamengo - RJ,2,Atlético - MG,1,3,0
140,15,Sport - PE,0,Vasco da Gama - RJ,2,0,3
141,15,Internacional - RS,0,Náutico - PE,0,1,1
142,15,Bahia - BA,0,Portuguesa - SP,0,1,1
143,15,Corinthians - SP,1,Atlético - GO,1,1,1
144,15,Santos - SP,4,Cruzeiro - MG,2,3,0
145,15,Figueirense - SC,0,Flamengo - RJ,2,0,3
146,15,Botafogo - RJ,1,Palmeiras - SP,2,0,3
147,15,Fluminense - RJ,2,São Paulo - SP,1,3,0
148,15,Atlético - MG,1,Coritiba - PR,0,3,0
149,15,Ponte Preta - SP,0,Grêmio - RS,0,1,1
150,16,Sport - PE,0,Figueirense - SC,1,0,3
151,16,Bahia - BA,0,Cruzeiro - MG,1,0,3
152,16,Santos - SP,2,Atlético - GO,2,1,1
153,16,Flamengo - RJ,2,Náutico - PE,0,3,0
154,16,Internacional - RS,2,Ponte Preta - SP,1,3,0
155,16,São Paulo - SP,1,Grêmio - RS,2,0,3
156,16,Atlético - MG,1,Vasco da Gama - RJ,0,3,0
157,16,Coritiba - PR,1,Corinthians - SP,2,0,3
158,16,Fluminense - RJ,1,Palmeiras - SP,0,3,0
159,16,Portuguesa - SP,1,Botafogo - RJ,1,1,1
160,17,Grêmio - RS,1,Portuguesa - SP,2,0,3
161,17,Cruzeiro - MG,1,Fluminense - RJ,1,1,1
162,17,Atlético - GO,1,Atlético - MG,1,1,1
163,17,Ponte Preta - SP,0,Bahia - BA,2,0,3
164,17,Náutico - PE,3,São Paulo - SP,0,3,0
165,17,Botafogo - RJ,2,Sport - PE,0,3,0
166,17,Palmeiras - SP,1,Flamengo - RJ,0,3,0
167,17,Vasco da Gama - RJ,2,Coritiba - PR,2,1,1
168,17,Corinthians - SP,1,Internacional - RS,0,3,0
169,17,Figueirense - SC,1,Santos - SP,3,0,3
170,18,Náutico - PE,1,Bahia - BA,0,3,0
171,18,Fluminense - RJ,1,Sport - PE,0,3,0
172,18,São Paulo - SP,3,Ponte Preta - SP,0,3,0
173,18,Santos - SP,3,Corinthians - SP,2,3,0
174,18,Atlético - MG,3,Botafogo - RJ,2,3,0
175,18,Coritiba - PR,4,Cruzeiro - MG,0,3,0
176,18,Grêmio - RS,4,Figueirense - SC,0,3,0
177,18,Atlético - GO,2,Palmeiras - SP,1,3,0
178,18,Portuguesa - SP,1,Internacional - RS,1,1,1
179,18,Flamengo - RJ,1,Vasco da Gama - RJ,0,3,0
180,19,Vasco da Gama - RJ,1,Fluminense - RJ,2,0,3
181,19,Palmeiras - SP,1,Santos - SP,2,0,3
182,19,Ponte Preta - SP,2,Portuguesa - SP,1,3,0
183,19,Internacional - RS,0,Grêmio - RS,1,0,3
184,19,Botafogo - RJ,0,Flamengo - RJ,0,1,1
185,19,Corinthians - SP,1,São Paulo - SP,2,0,3
186,19,Figueirense - SC,3,Coritiba - PR,1,3,0
187,19,Cruzeiro - MG,2,Atlético - MG,2,1,1
188,19,Sport - PE,0,Náutico - PE,0,1,1
189,19,Bahia - BA,1,Atlético - GO,1,1,1
190,20,Coritiba - PR,1,Internacional - RS,0,3,0
191,20,Santos - SP,1,Bahia - BA,3,0,3
192,20,Náutico - PE,3,Figueirense - SC,2,3,0
193,20,Atlético - MG,2,Ponte Preta - SP,2,1,1
194,20,Portuguesa - SP,3,Palmeiras - SP,0,3,0
195,20,Fluminense - RJ,1,Corinthians - SP,1,1,1
196,20,Grêmio - RS,2,Vasco da Gama - RJ,0,3,0
197,20,Atlético - GO,0,Cruzeiro - MG,2,0,3
198,20,Flamengo - RJ,1,Sport - PE,1,1,1
199,20,São Paulo - SP,4,Botafogo - RJ,0,3,0
200,21,Palmeiras - SP,0,Grêmio - RS,0,1,1
201,21,Figueirense - SC,2,Fluminense - RJ,2,1,1
202,21,Vasco da Gama - RJ,2,Portuguesa - SP,0,3,0
203,21,Bahia - BA,1,São Paulo - SP,0,3,0
204,21,Sport - PE,2,Santos - SP,1,3,0
205,21,Internacional - RS,4,Flamengo - RJ,1,3,0
206,21,Corinthians - SP,1,Atlético - MG,0,3,0
207,21,Botafogo - RJ,2,Coritiba - PR,0,3,0
208,21,Cruzeiro - MG,3,Náutico - PE,0,3,0
209,21,Ponte Preta - SP,3,Atlético - GO,1,3,0
210,22,Flamengo - RJ,0,Ponte Preta - SP,1,0,3
211,22,Portuguesa - SP,3,Coritiba - PR,0,3,0
212,22,Náutico - PE,1,Vasco da Gama - RJ,1,1,1
213,22,Bahia - BA,0,Atlético - MG,0,1,1
214,22,Grêmio - RS,2,Atlético - GO,1,3,0
215,22,Figueirense - SC,1,Corinthians - SP,0,3,0
216,22,Cruzeiro - MG,1,Botafogo - RJ,3,0,3
217,22,São Paulo - SP,1,Internacional - RS,1,1,1
218,22,Fluminense - RJ,3,Santos - SP,1,3,0
219,22,Palmeiras - SP,3,Sport - PE,1,3,0
220,23,Ponte Preta - SP,2,Figueirense - SC,2,1,1
221,23,Coritiba - PR,3,Flamengo - RJ,0,3,0
222,23,Corinthians - SP,3,Grêmio - RS,1,3,0
223,23,Botafogo - RJ,3,Náutico - PE,1,3,0
224,23,Santos - SP,0,São Paulo - SP,0,1,1
225,23,Internacional - RS,0,Fluminense - RJ,1,0,3
226,23,Atlético - GO,1,Portuguesa - SP,1,1,1
227,23,Atlético - MG,3,Palmeiras - SP,0,3,0
228,23,Sport - PE,2,Cruzeiro - MG,1,3,0
229,23,Vasco da Gama - RJ,0,Bahia - BA,4,0,3
230,24,Corinthians - SP,1,Ponte Preta - SP,1,1,1
231,24,Portuguesa - SP,0,Fluminense - RJ,2,0,3
232,24,Figueirense - SC,2,Cruzeiro - MG,0,3,0
233,24,Sport - PE,1,Bahia - BA,1,1,1
234,24,Atlético - GO,1,Coritiba - PR,2,0,3
235,24,Vasco da Gama - RJ,3,Palmeiras - SP,1,3,0
236,24,Santos - SP,2,Flamengo - RJ,0,3,0
237,24,Atlético - MG,1,São Paulo - SP,0,3,0
238,24,Grêmio - RS,2,Náutico - PE,0,3,0
239,24,Botafogo - RJ,1,Internacional - RS,1,1,1
240,25,Fluminense - RJ,1,Atlético - GO,2,0,3
241,25,São Paulo - SP,3,Portuguesa - SP,1,3,0
242,25,Palmeiras - SP,0,Corinthians - SP,2,0,3
243,25,Cruzeiro - MG,1,Vasco da Gama - RJ,1,1,1
244,25,Coritiba - PR,1,Santos - SP,2,0,3
245,25,Náutico - PE,1,Atlético - MG,0,3,0
246,25,Bahia - BA,2,Figueirense - SC,1,3,0
247,25,Flamengo - RJ,1,Grêmio - RS,1,1,1
248,25,Internacional - RS,2,Sport - PE,2,1,1
249,25,Ponte Preta - SP,0,Botafogo - RJ,0,1,1
250,26,Fluminense - RJ,2,Náutico - PE,1,3,0
251,26,Figueirense - SC,1,Palmeiras - SP,3,0,3
252,26,Santos - SP,1,Portuguesa - SP,3,0,3
253,26,Botafogo - RJ,2,Corinthians - SP,2,1,1
254,26,São Paulo - SP,1,Cruzeiro - MG,0,3,0
255,26,Ponte Preta - SP,0,Vasco da Gama - RJ,0,1,1
256,26,Atlético - GO,1,Flamengo - RJ,2,0,3
257,26,Internacional - RS,3,Bahia - BA,1,3,0
258,26,Atlético - MG,0,Grêmio - RS,0,1,1
259,26,Sport - PE,1,Coritiba - PR,0,3,0
260,27,Náutico - PE,2,Atlético - GO,0,3,0
261,27,Portuguesa - SP,1,Atlético - MG,1,1,1
262,27,Vasco da Gama - RJ,3,Figueirense - SC,1,3,0
263,27,Cruzeiro - MG,0,Internacional - RS,0,1,1
264,27,Palmeiras - SP,3,Ponte Preta - SP,0,3,0
265,27,Flamengo - RJ,0,Fluminense - RJ,1,0,3
266,27,Corinthians - SP,3,Sport - PE,0,3,0
267,27,Coritiba - PR,1,São Paulo - SP,1,1,1
268,27,Bahia - BA,2,Botafogo - RJ,0,3,0
269,27,Grêmio - RS,1,Santos - SP,1,1,1
270,28,Flamengo - RJ,0,Bahia - BA,0,1,1
271,28,Portuguesa - SP,5,Sport - PE,1,3,0
272,28,Coritiba - PR,1,Ponte Preta - SP,0,3,0
273,28,São Paulo - SP,3,Palmeiras - SP,0,3,0
274,28,Atlético - GO,0,Vasco da Gama - RJ,1,0,3
275,28,Santos - SP,1,Internacional - RS,1,1,1
276,28,Náutico - PE,2,Corinthians - SP,1,3,0
277,28,Fluminense - RJ,1,Botafogo - RJ,0,3,0
278,28,Grêmio - RS,2,Cruzeiro - MG,1,3,0
279,28,Atlético - MG,6,Figueirense - SC,0,3,0
280,29,Botafogo - RJ,0,Santos - SP,2,0,3
281,29,Cruzeiro - MG,2,Portuguesa - SP,0,3,0
282,29,Ponte Preta - SP,2,Náutico - PE,1,3,0
283,29,Figueirense - SC,3,Atlético - GO,1,3,0
284,29,Bahia - BA,0,Fluminense - RJ,2,0,3
285,29,Internacional - RS,3,Atlético - MG,0,3,0
286,29,Vasco da Gama - RJ,0,São Paulo - SP,2,0,3
287,29,Corinthians - SP,3,Flamengo - RJ,2,3,0
288,29,Palmeiras - SP,0,Coritiba - PR,1,0,3
289,29,Sport - PE,1,Grêmio - RS,3,0,3
290,30,Atlético - GO,3,Internacional - RS,1,3,0
291,30,Flamengo - RJ,1,Cruzeiro - MG,1,1,1
292,30,Portuguesa - SP,1,Corinthians - SP,1,1,1
293,30,Santos - SP,2,Vasco da Gama - RJ,0,3,0
294,30,São Paulo - SP,2,Figueirense - SC,0,3,0
295,30,Atlético - MG,2,Sport - PE,1,3,0
296,30,Coritiba - PR,2,Bahia - BA,1,3,0
297,30,Náutico - PE,1,Palmeiras - SP,0,3,0
298,30,Fluminense - RJ,2,Ponte Preta - SP,1,3,0
299,30,Grêmio - RS,1,Botafogo - RJ,1,1,1
300,31,Bahia - BA,0,Palmeiras - SP,1,0,3
301,31,Fluminense - RJ,2,Grêmio - RS,2,1,1
302,31,Coritiba - PR,2,Náutico - PE,1,3,0
303,31,Internacional - RS,2,Figueirense - SC,3,0,3
304,31,Santos - SP,2,Atlético - MG,2,1,1
305,31,Cruzeiro - MG,2,Corinthians - SP,0,3,0
306,31,Portuguesa - SP,0,Flamengo - RJ,0,1,1
307,31,Botafogo - RJ,3,Vasco da Gama - RJ,2,3,0
308,31,São Paulo - SP,2,Atlético - GO,0,3,0
309,31,Sport - PE,3,Ponte Preta - SP,1,3,0
310,32,Grêmio - RS,0,Coritiba - PR,0,1,1
311,32,Corinthians - SP,1,Bahia - BA,1,1,1
312,32,Palmeiras - SP,2,Cruzeiro - MG,0,3,0
313,32,Flamengo - RJ,1,São Paulo - SP,0,3,0
314,32,Atlético - MG,3,Fluminense - RJ,2,3,0
315,32,Náutico - PE,0,Portuguesa - SP,0,1,1
316,32,Ponte Preta - SP,1,Santos - SP,0,3,0
317,32,Atlético - GO,0,Sport - PE,1,0,3
318,32,Vasco da Gama - RJ,1,Internacional - RS,2,0,3
319,32,Figueirense - SC,0,Botafogo - RJ,2,0,3
320,33,Fluminense - RJ,2,Coritiba - PR,1,3,0
321,33,Santos - SP,0,Náutico - PE,0,1,1
322,33,Ponte Preta - SP,1,Cruzeiro - MG,0,3,0
323,33,Corinthians - SP,1,Vasco da Gama - RJ,0,3,0
324,33,Internacional - RS,2,Palmeiras - SP,1,3,0
325,33,Botafogo - RJ,4,Atlético - GO,0,3,0
326,33,Figueirense - SC,0,Portuguesa - SP,0,1,1
327,33,Sport - PE,2,São Paulo - SP,4,0,3
328,33,Bahia - BA,1,Grêmio - RS,1,1,1
329,33,Atlético - MG,1,Flamengo - RJ,1,1,1
330,34,Grêmio - RS,1,Ponte Preta - SP,0,3,0
331,34,Cruzeiro - MG,0,Santos - SP,4,0,3
332,34,Flamengo - RJ,1,Figueirense - SC,0,3,0
333,34,Atlético - GO,0,Corinthians - SP,2,0,3
334,34,Vasco da Gama - RJ,0,Sport - PE,3,0,3
335,34,São Paulo - SP,1,Fluminense - RJ,1,1,1
336,34,Palmeiras - SP,2,Botafogo - RJ,2,1,1
337,34,Portuguesa - SP,0,Bahia - BA,1,0,3
338,34,Coritiba - PR,1,Atlético - MG,0,3,0
339,34,Náutico - PE,3,Internacional - RS,0,3,0
340,35,Botafogo - RJ,3,Portuguesa - SP,0,3,0
341,35,Atlético - GO,2,Santos - SP,1,3,0
342,35,Corinthians - SP,5,Coritiba - PR,1,3,0
343,35,Vasco da Gama - RJ,1,Atlético - MG,1,1,1
344,35,Palmeiras - SP,2,Fluminense - RJ,3,0,3
345,35,Grêmio - RS,2,São Paulo - SP,1,3,0
346,35,Náutico - PE,0,Flamengo - RJ,1,0,3
347,35,Ponte Preta - SP,1,Internacional - RS,0,3,0
348,35,Figueirense - SC,1,Sport - PE,1,1,1
349,35,Cruzeiro - MG,3,Bahia - BA,1,3,0
350,36,Santos - SP,2,Figueirense - SC,0,3,0
351,36,Coritiba - PR,1,Vasco da Gama - RJ,2,0,3
352,36,Flamengo - RJ,1,Palmeiras - SP,1,1,1
353,36,Fluminense - RJ,0,Cruzeiro - MG,2,0,3
354,36,São Paulo - SP,2,Náutico - PE,1,3,0
355,36,Atlético - MG,2,Atlético - GO,2,1,1
356,36,Bahia - BA,1,Ponte Preta - SP,0,3,0
357,36,Sport - PE,2,Botafogo - RJ,0,3,0
358,36,Internacional - RS,0,Corinthians - SP,2,0,3
359,36,Portuguesa - SP,2,Grêmio - RS,2,1,1
360,37,Corinthians - SP,1,Santos - SP,1,1,1
361,37,Vasco da Gama - RJ,1,Flamengo - RJ,1,1,1
362,37,Ponte Preta - SP,0,São Paulo - SP,0,1,1
363,37,Sport - PE,1,Fluminense - RJ,1,1,1
364,37,Figueirense - SC,2,Grêmio - RS,4,0,3
365,37,Bahia - BA,1,Náutico - PE,1,1,1
366,37,Cruzeiro - MG,2,Coritiba - PR,1,3,0
367,37,Internacional - RS,0,Portuguesa - SP,2,0,3
368,37,Palmeiras - SP,1,Atlético - GO,2,0,3
369,37,Botafogo - RJ,2,Atlético - MG,3,0,3
370,38,Flamengo - RJ,2,Botafogo - RJ,2,1,1
371,38,Santos - SP,3,Palmeiras - SP,1,3,0
372,38,Fluminense - RJ,1,Vasco da Gama - RJ,2,0,3
373,38,São Paulo - SP,3,Corinthians - SP,1,3,0
374,38,Grêmio - RS,0,Internacional - RS,0,1,1
375,38,Atlético - MG,3,Cruzeiro - MG,2,3,0
376,38,Portuguesa - SP,0,Ponte Preta - SP,0,1,1
377,38,Coritiba - PR,3,Figueirense - SC,0,3,0
378,38,Náutico - PE,1,Sport - PE,0,3,0
379,38,Atlético - GO,0,Bahia - BA,1,0,3
