,Rodada,Time,Pontos,Vitorias,Empates,Derrotas,Em Casa?,Total de Gols,Total de Gols Tomados,Saldo de Gols,Pontos Acumulados,Aproveitamento %
31,32,Atlético - MG,3,13,9,10,Casa,39,30,9,48,50.0
32,33,Atlético - MG,1,13,10,10,Fora,39,30,9,49,49.49
33,34,Atlético - MG,3,14,10,10,Casa,41,31,10,52,50.98
34,35,Atlético - MG,0,14,10,11,Fora,41,33,8,52,49.52
35,36,Atlético - MG,3,15,10,11,Casa,45,34,11,55,50.93
36,37,Atlético - MG,1,15,11,11,Fora,47,36,11,56,50.45
37,38,Atlético - MG,1,15,12,11,Casa,49,38,11,57,50.0
38,1,Atlético Paranaense - PR,0,0,0,1,Fora,1,2,-1,0,0.0
39,2,Atlético Paranaense - PR,1,0,1,1,Casa,3,4,-1,1,16.67
40,3,Atlético Paranaense - PR,1,0,2,1,Casa,5,6,-1,2,22.22
41,4,Atlético Paranaense - PR,3,1,2,1,Fora,9,9,0,5,41.67
42,5,Atlético Paranaense - PR,0,1,2,2,Fora,11,12,-1,5,33.33
43,6,Atlético Paranaense - PR,1,1,3,2,Casa,12,13,-1,6,33.33
44,7,Atlético Paranaense - PR,0,1,3,3,Fora,12,14,-2,6,28.57
45,8,Atlético Paranaense - PR,1,1,4,3,Casa,13,15,-2,7,29.17
46,9,Atlético Paranaense - PR,3,2,4,3,Fora,16,17,-1,10,37.04
47,10,Atlético Paranaense - PR,3,3,4,3,Fora,18,18,0,13,43.33
48,11,Atlético Paranaense - PR,3,4,4,3,Casa,20,18,2,16,48.48
49,12,Atlético Paranaense - PR,3,5,4,3,Casa,21,18,3,19,52.78
50,13,Atlético Paranaense - PR,1,5,5,3,Fora,23,20,3,20,51.28
51,14,Atlético Paranaense - PR,1,5,6,3,Fora,24,21,3,21,50.0
52,15,Atlético Paranaense - PR,3,6,6,3,Casa,26,22,4,24,53.33
53,16,Atlético Paranaense - PR,3,7,6,3,Casa,28,22,6,27,56.25
54,17,Atlético Paranaense - PR,3,8,6,3,Fora,32,23,9,30,58.82
55,18,Atlético Paranaense - PR,3,9,6,3,Casa,34,24,10,33,61.11
56,19,Atlético Paranaense - PR,1,9,7,3,Fora,34,24,10,34,59.65
57,20,Atlético Paranaense - PR,1,9,8,3,Casa,35,25,10,35,58.33
58,21,Atlético Paranaense - PR,0,9,8,4,Fora,35,26,9,35,55.56
59,22,Atlético Paranaense - PR,3,10,8,4,Fora,39,28,11,38,57.58
60,23,Atlético Paranaense - PR,3,11,8,4,Casa,40,28,12,41,59.42
61,24,Atlético Paranaense - PR,0,11,8,5,Casa,43,33,10,41,56.94
62,25,Atlético Paranaense - PR,0,11,8,6,Fora,43,34,9,41,54.67
63,26,Atlético Paranaense - PR,3,12,8,6,Casa,45,35,10,44,56.41
64,27,Atlético Paranaense - PR,1,12,9,6,Fora,45,35,10,45,55.56
65,28,Atlético Paranaense - PR,3,13,9,6,Casa,46,35,11,48,57.14
66,29,Atlético Paranaense - PR,3,14,9,6,Casa,47,35,12,51,58.62
67,30,Atlético Paranaense - PR,0,14,9,7,Fora,47,38,9,51,56.67
68,31,Atlético Paranaense - PR,1,14,10,7,Fora,48,39,9,52,55.91
69,32,Atlético Paranaense - PR,3,15,10,7,Casa,49,39,10,55,57.29
70,33,Atlético Paranaense - PR,3,16,10,7,Casa,52,39,13,58,58.59
71,34,Atlético Paranaense - PR,0,16,10,8,Fora,53,41,12,58,56.86
72,35,Atlético Paranaense - PR,0,16,10,9,Fora,53,45,8,58,55.24
73,36,Atlético Paranaense - PR,3,17,10,9,Casa,59,46,13,61,56.48
74,37,Atlético Paranaense - PR,0,17,10,10,Fora,60,48,12,61,54.95
75,38,Atlético Paranaense - PR,3,18,10,10,Casa,65,49,16,64,56.14
76,1,Bahia - BA,0,0,0,1,Fora,1,3,-2,0,0.0
77,2,Bahia - BA,1,0,1,1,Casa,1,3,-2,1,16.67
78,3,Bahia - BA,3,1,1,1,Fora,3,4,-1,4,44.44
79,4,Bahia - BA,3,2,1,1,Casa,5,5,0,7,58.33
80,5,Bahia - BA,1,2,2,1,Fora,6,6,0,8,53.33
81,6,Bahia - BA,0,2,2,2,Casa,6,8,-2,8,44.44
82,7,Bahia - BA,1,2,3,2,Fora,6,8,-2,9,42.86
83,8,Bahia - BA,1,2,4,2,Fora,6,8,-2,10,41.67
84,9,Bahia - BA,3,3,4,2,Casa,8,9,-1,13,48.15
85,10,Bahia - BA,3,4,4,2,Casa,11,9,2,16,53.33
86,11,Bahia - BA,3,5,4,2,Fora,13,10,3,19,57.58
87,12,Bahia - BA,0,5,4,3,Fora,13,11,2,19,52.78
88,13,Bahia - BA,0,5,4,4,Casa,13,14,-1,19,48.72
89,14,Bahia - BA,0,5,4,5,Fora,13,16,-3,19,45.24
90,15,Bahia - BA,1,5,5,5,Casa,13,16,-3,20,44.44
91,16,Bahia - BA,3,6,5,5,Casa,15,16,-1,23,47.92
92,17,Bahia - BA,0,6,5,6,Fora,17,20,-3,23,45.1
93,18,Bahia - BA,0,6,5,7,Casa,18,23,-5,23,42.59
94,19,Bahia - BA,0,6,5,8,Fora,18,24,-6,23,40.35
95,20,Bahia - BA,1,6,6,8,Casa,20,26,-6,24,40.0
96,21,Bahia - BA,1,6,7,8,Fora,22,28,-6,25,39.68
97,22,Bahia - BA,3,7,7,8,Casa,24,28,-4,28,42.42
98,23,Bahia - BA,3,8,7,8,Fora,26,29,-3,31,44.93
99,24,Bahia - BA,1,8,8,8,Casa,26,29,-3,32,44.44
100,25,Bahia - BA,0,8,8,9,Fora,26,31,-5,32,42.67
101,26,Bahia - BA,1,8,9,9,Casa,27,32,-5,33,42.31
102,27,Bahia - BA,3,9,9,9,Casa,29,32,-3,36,44.44
103,28,Bahia - BA,0,9,9,10,Fora,30,35,-5,36,42.86
104,29,Bahia - BA,0,9,9,11,Fora,31,37,-6,36,41.38
105,30,Bahia - BA,0,9,9,12,Casa,31,38,-7,36,40.0
106,31,Bahia - BA,1,9,10,12,Casa,32,39,-7,37,39.78
107,32,Bahia - BA,1,9,11,12,Fora,32,39,-7,38,39.58
108,33,Bahia - BA,1,9,12,12,Casa,32,39,-7,39,39.39
109,34,Bahia - BA,0,9,12,13,Fora,32,42,-10,39,38.24
110,35,Bahia - BA,3,10,12,13,Fora,33,42,-9,42,40.0
111,36,Bahia - BA,3,11,12,13,Casa,34,42,-8,45,41.67
112,37,Bahia - BA,3,12,12,13,Fora,36,43,-7,48,43.24
113,38,Bahia - BA,0,12,12,14,Casa,37,45,-8,48,42.11
114,1,Botafogo - RJ,1,0,1,0,Fora,1,1,0,1,33.33
115,2,Botafogo - RJ,3,1,1,0,Casa,3,2,1,4,66.67
116,3,Botafogo - RJ,3,2,1,0,Casa,5,3,2,7,77.78
117,4,Botafogo - RJ,0,2,1,1,Fora,6,5,1,7,58.33
118,5,Botafogo - RJ,3,3,1,1,Fora,8,5,3,10,66.67
119,6,Botafogo - RJ,3,4,1,1,Casa,9,5,4,13,72.22
120,7,Botafogo - RJ,0,4,1,2,Fora,10,7,3,13,61.9
121,8,Botafogo - RJ,3,5,1,2,Casa,12,7,5,16,66.67
122,9,Botafogo - RJ,1,5,2,2,Fora,13,8,5,17,62.96
123,10,Botafogo - RJ,3,6,2,2,Casa,15,8,7,20,66.67
124,11,Botafogo - RJ,3,7,2,2,Fora,18,10,8,23,69.7
125,12,Botafogo - RJ,1,7,3,2,Fora,20,12,8,24,66.67
126,13,Botafogo - RJ,1,7,4,2,Casa,21,13,8,25,64.1
127,14,Botafogo - RJ,1,7,5,2,Casa,24,16,8,26,61.9
128,15,Botafogo - RJ,3,8,5,2,Fora,27,17,10,29,64.44
129,16,Botafogo - RJ,0,8,5,3,Fora,27,19,8,29,60.42
130,17,Botafogo - RJ,1,8,6,3,Casa,27,19,8,30,58.82
131,18,Botafogo - RJ,3,9,6,3,Casa,30,20,10,33,61.11
132,19,Botafogo - RJ,3,10,6,3,Fora,32,21,11,36,63.16
133,20,Botafogo - RJ,3,11,6,3,Casa,33,21,12,39,65.0
134,21,Botafogo - RJ,3,12,6,3,Fora,35,22,13,42,66.67
135,22,Botafogo - RJ,0,12,6,4,Fora,35,25,10,42,63.64
136,23,Botafogo - RJ,0,12,6,5,Casa,36,27,9,42,60.87
137,24,Botafogo - RJ,0,12,6,6,Casa,36,28,8,42,58.33
138,25,Botafogo - RJ,1,12,7,6,Fora,37,29,8,43,57.33
139,26,Botafogo - RJ,0,12,7,7,Casa,37,30,7,43,55.13
140,27,Botafogo - RJ,3,13,7,7,Fora,40,31,9,46,56.79
141,28,Botafogo - RJ,3,14,7,7,Casa,42,32,10,49,58.33
142,29,Botafogo - RJ,0,14,7,8,Fora,42,33,9,49,56.32
143,30,Botafogo - RJ,1,14,8,8,Casa,44,35,9,50,55.56
144,31,Botafogo - RJ,3,15,8,8,Casa,45,35,10,53,56.99
145,32,Botafogo - RJ,0,15,8,9,Fora,45,36,9,53,55.21
146,33,Botafogo - RJ,0,15,8,10,Fora,46,38,8,53,53.54
147,34,Botafogo - RJ,1,15,9,10,Casa,46,38,8,54,52.94
148,35,Botafogo - RJ,3,16,9,10,Casa,50,38,12,57,54.29
149,36,Botafogo - RJ,1,16,10,10,Fora,51,39,12,58,53.7
150,37,Botafogo - RJ,0,16,10,11,Fora,52,41,11,58,52.25
151,38,Botafogo - RJ,3,17,10,11,Casa,55,41,14,61,53.51
152,1,Corinthians - SP,1,0,1,0,Casa,1,1,0,1,33.33
153,2,Corinthians - SP,1,0,2,0,Fora,2,2,0,2,33.33
154,3,Corinthians - SP,3,1,2,0,Casa,3,2,1,5,55.56
155,4,Corinthians - SP,0,1,2,1,Fora,3,3,0,5,41.67
156,5,Corinthians - SP,1,1,3,1,Casa,3,3,0,6,40.0
157,6,Corinthians - SP,3,2,3,1,Fora,5,3,2,9,50.0
158,7,Corinthians - SP,0,2,3,2,Casa,5,4,1,9,42.86
159,8,Corinthians - SP,1,2,4,2,Fora,6,5,1,10,41.67
160,9,Corinthians - SP,1,2,5,2,Casa,6,5,1,11,40.74
161,10,Corinthians - SP,3,3,5,2,Casa,8,5,3,14,46.67
162,11,Corinthians - SP,3,4,5,2,Fora,10,5,5,17,51.52
163,12,Corinthians - SP,1,4,6,2,Fora,11,6,5,18,50.0
164,13,Corinthians - SP,3,5,6,2,Casa,13,6,7,21,53.85
165,14,Corinthians - SP,1,5,7,2,Fora,13,6,7,22,52.38
166,15,Corinthians - SP,3,6,7,2,Casa,14,6,8,25,55.56
167,16,Corinthians - SP,1,6,8,2,Fora,15,7,8,26,54.17
168,17,Corinthians - SP,3,7,8,2,Casa,19,7,12,29,56.86
169,18,Corinthians - SP,0,7,8,3,Fora,19,8,11,29,53.7
170,19,Corinthians - SP,1,7,9,3,Casa,19,8,11,30,52.63
171,20,Corinthians - SP,0,7,9,4,Fora,19,9,10,30,50.0
172,21,Corinthians - SP,0,7,9,5,Casa,20,11,9,30,47.62
173,22,Corinthians - SP,0,7,9,6,Fora,20,13,7,30,45.45
174,23,Corinthians - SP,1,7,10,6,Casa,20,13,7,31,44.93
175,24,Corinthians - SP,0,7,10,7,Fora,20,17,3,31,43.06
176,25,Corinthians - SP,3,8,10,7,Casa,22,17,5,34,45.33
177,26,Corinthians - SP,1,8,11,7,Fora,22,17,5,35,44.87
178,27,Corinthians - SP,1,8,12,7,Casa,22,17,5,36,44.44
179,28,Corinthians - SP,1,8,13,7,Fora,22,17,5,37,44.05
180,29,Corinthians - SP,0,8,13,8,Fora,22,18,4,37,42.53
181,30,Corinthians - SP,3,9,13,8,Casa,23,18,5,40,44.44
182,31,Corinthians - SP,1,9,14,8,Casa,24,19,5,41,44.09
183,32,Corinthians - SP,1,9,15,8,Fora,25,20,5,42,43.75
184,33,Corinthians - SP,3,10,15,8,Casa,26,20,6,45,45.45
185,34,Corinthians - SP,3,11,15,8,Fora,27,20,7,48,47.06
186,35,Corinthians - SP,1,11,16,8,Casa,27,20,7,49,46.67
187,36,Corinthians - SP,0,11,16,9,Fora,27,21,6,49,45.37
188,37,Corinthians - SP,1,11,17,9,Casa,27,21,6,50,45.05
189,38,Corinthians - SP,0,11,17,10,Fora,27,22,5,50,43.86
190,1,Coritiba - PR,3,1,0,0,Casa,2,1,1,3,100.0
191,2,Coritiba - PR,1,1,1,0,Fora,2,1,1,4,66.67
192,3,Coritiba - PR,1,1,2,0,Fora,3,2,1,5,55.56
193,4,Coritiba - PR,3,2,2,0,Casa,5,3,2,8,66.67
194,5,Coritiba - PR,3,3,2,0,Casa,6,3,3,11,73.33
195,6,Coritiba - PR,1,3,3,0,Fora,8,5,3,12,66.67
196,7,Coritiba - PR,3,4,3,0,Casa,9,5,4,15,71.43
197,8,Coritiba - PR,1,4,4,0,Fora,11,7,4,16,66.67
198,9,Coritiba - PR,1,4,5,0,Casa,12,8,4,17,62.96
199,10,Coritiba - PR,3,5,5,0,Casa,17,11,6,20,66.67
200,11,Coritiba - PR,0,5,5,1,Fora,17,12,5,20,60.61
201,12,Coritiba - PR,3,6,5,1,Fora,18,12,6,23,63.89
202,13,Coritiba - PR,0,6,5,2,Casa,18,13,5,23,58.97
203,14,Coritiba - PR,1,6,6,2,Casa,19,14,5,24,57.14
204,15,Coritiba - PR,0,6,6,3,Fora,19,15,4,24,53.33
205,16,Coritiba - PR,0,6,6,4,Fora,20,17,3,24,50.0
206,17,Coritiba - PR,1,6,7,4,Casa,20,17,3,25,49.02
207,18,Coritiba - PR,0,6,7,5,Fora,21,20,1,25,46.3
208,19,Coritiba - PR,3,7,7,5,Casa,23,20,3,28,49.12
209,20,Coritiba - PR,0,7,7,6,Fora,23,23,0,28,46.67
210,21,Coritiba - PR,1,7,8,6,Casa,25,25,0,29,46.03
211,22,Coritiba - PR,1,7,9,6,Casa,27,27,0,30,45.45
212,23,Coritiba - PR,1,7,10,6,Fora,28,28,0,31,44.93
213,24,Coritiba - PR,0,7,10,7,Fora,28,31,-3,31,43.06
214,25,Coritiba - PR,0,7,10,8,Casa,28,33,-5,31,41.33
215,26,Coritiba - PR,0,7,10,9,Fora,29,35,-6,31,39.74
216,27,Coritiba - PR,3,8,10,9,Casa,30,35,-5,34,41.98
217,28,Coritiba - PR,0,8,10,10,Fora,31,37,-6,34,40.48
218,29,Coritiba - PR,0,8,10,11,Fora,31,38,-7,34,39.08
219,30,Coritiba - PR,3,9,10,11,Casa,33,39,-6,37,41.11
220,31,Coritiba - PR,3,10,10,11,Casa,37,39,-2,40,43.01
221,32,Coritiba - PR,0,10,10,12,Fora,38,41,-3,40,41.67
222,33,Coritiba - PR,1,10,11,12,Fora,38,41,-3,41,41.41
223,34,Coritiba - PR,0,10,11,13,Casa,38,42,-4,41,40.2
224,35,Coritiba - PR,0,10,11,14,Casa,39,44,-5,41,39.05
225,36,Coritiba - PR,1,10,12,14,Fora,39,44,-5,42,38.89
226,37,Coritiba - PR,3,11,12,14,Casa,41,45,-4,45,40.54
227,38,Coritiba - PR,3,12,12,14,Fora,42,45,-3,48,42.11
228,1,Criciuma - SC,3,1,0,0,Casa,3,1,2,3,100.0
229,2,Criciuma - SC,0,1,0,1,Fora,3,3,0,3,50.0
230,3,Criciuma - SC,0,1,0,2,Fora,3,6,-3,3,33.33
231,4,Criciuma - SC,3,2,0,2,Casa,6,7,-1,6,50.0
232,5,Criciuma - SC,0,2,0,3,Casa,6,10,-4,6,40.0
233,6,Criciuma - SC,0,2,0,4,Fora,8,13,-5,6,33.33
234,7,Criciuma - SC,1,2,1,4,Casa,8,13,-5,7,33.33
235,8,Criciuma - SC,3,3,1,4,Casa,10,14,-4,10,41.67
236,9,Criciuma - SC,0,3,1,5,Fora,12,17,-5,10,37.04
237,10,Criciuma - SC,1,3,2,5,Fora,13,18,-5,11,36.67
238,11,Criciuma - SC,0,3,2,6,Casa,13,20,-7,11,33.33
239,12,Criciuma - SC,0,3,2,7,Casa,14,22,-8,11,30.56
240,13,Criciuma - SC,0,3,2,8,Fora,15,25,-10,11,28.21
241,14,Criciuma - SC,3,4,2,8,Casa,18,25,-7,14,33.33
242,15,Criciuma - SC,0,4,2,9,Fora,19,27,-8,14,31.11
243,16,Criciuma - SC,3,5,2,9,Casa,21,28,-7,17,35.42
244,17,Criciuma - SC,3,6,2,9,Fora,22,28,-6,20,39.22
245,18,Criciuma - SC,3,7,2,9,Fora,24,29,-5,23,42.59
246,19,Criciuma - SC,0,7,2,10,Casa,25,31,-6,23,40.35
247,20,Criciuma - SC,1,7,3,10,Fora,27,33,-6,24,40.0
248,21,Criciuma - SC,0,7,3,11,Casa,27,34,-7,24,38.1
249,22,Criciuma - SC,0,7,3,12,Casa,28,36,-8,24,36.36
250,23,Criciuma - SC,0,7,3,13,Fora,29,38,-9,24,34.78
251,24,Criciuma - SC,0,7,3,14,Fora,30,42,-12,24,33.33
252,25,Criciuma - SC,1,7,4,14,Casa,31,43,-12,25,33.33
253,26,Criciuma - SC,1,7,5,14,Fora,32,44,-12,26,33.33
254,27,Criciuma - SC,3,8,5,14,Fora,34,45,-11,29,35.8
255,28,Criciuma - SC,3,9,5,14,Casa,37,47,-10,32,38.1
256,29,Criciuma - SC,0,9,5,15,Casa,38,50,-12,32,36.78
257,30,Criciuma - SC,0,9,5,16,Fora,38,51,-13,32,35.56
258,31,Criciuma - SC,0,9,5,17,Fora,41,56,-15,32,34.41
259,32,Criciuma - SC,1,9,6,17,Casa,42,57,-15,33,34.38
260,33,Criciuma - SC,3,10,6,17,Fora,43,57,-14,36,36.36
261,34,Criciuma - SC,3,11,6,17,Casa,45,58,-13,39,38.24
262,35,Criciuma - SC,3,12,6,17,Fora,47,59,-12,42,40.0
263,36,Criciuma - SC,1,12,7,17,Casa,48,60,-12,43,39.81
264,37,Criciuma - SC,3,13,7,17,Casa,49,60,-11,46,41.44
265,38,Criciuma - SC,0,13,7,18,Fora,49,63,-14,46,40.35
266,1,Cruzeiro - MG,3,1,0,0,Casa,5,0,5,3,100.0
267,2,Cruzeiro - MG,1,1,1,0,Fora,7,2,5,4,66.67
268,3,Cruzeiro - MG,0,1,1,1,Fora,8,4,4,4,44.44
269,4,Cruzeiro - MG,3,2,1,1,Casa,9,4,5,7,58.33
270,5,Cruzeiro - MG,1,2,2,1,Casa,11,6,5,8,53.33
271,6,Cruzeiro - MG,1,2,3,1,Fora,12,7,5,9,50.0
272,7,Cruzeiro - MG,3,3,3,1,Casa,15,7,8,12,57.14
273,8,Cruzeiro - MG,3,4,3,1,Fora,18,7,11,15,62.5
274,9,Cruzeiro - MG,3,5,3,1,Casa,22,8,14,18,66.67
275,10,Cruzeiro - MG,0,5,3,2,Fora,22,9,13,18,60.0
276,11,Cruzeiro - MG,3,6,3,2,Casa,23,9,14,21,63.64
277,12,Cruzeiro - MG,3,7,3,2,Fora,25,10,15,24,66.67
278,13,Cruzeiro - MG,1,7,4,2,Casa,25,10,15,25,64.1
279,14,Cruzeiro - MG,0,7,4,3,Fora,26,13,13,25,59.52
280,15,Cruzeiro - MG,3,8,4,3,Casa,31,14,17,28,62.22
281,16,Cruzeiro - MG,3,9,4,3,Fora,33,14,19,31,64.58
282,17,Cruzeiro - MG,3,10,4,3,Casa,38,17,21,34,66.67
283,18,Cruzeiro - MG,3,11,4,3,Fora,41,18,23,37,68.52
284,19,Cruzeiro - MG,3,12,4,3,Casa,42,18,24,40,70.18
285,20,Cruzeiro - MG,3,13,4,3,Fora,44,19,25,43,71.67
286,21,Cruzeiro - MG,3,14,4,3,Casa,45,19,26,46,73.02
287,22,Cruzeiro - MG,3,15,4,3,Casa,48,19,29,49,74.24
288,23,Cruzeiro - MG,1,15,5,3,Fora,48,19,29,50,72.46
289,24,Cruzeiro - MG,3,16,5,3,Fora,50,20,30,53,73.61
290,25,Cruzeiro - MG,3,17,5,3,Casa,54,20,34,56,74.67
291,26,Cruzeiro - MG,3,18,5,3,Fora,58,21,37,59,75.64
292,27,Cruzeiro - MG,0,18,5,4,Casa,58,23,35,59,72.84
293,28,Cruzeiro - MG,0,18,5,5,Fora,58,24,34,59,70.24
294,29,Cruzeiro - MG,3,19,5,5,Casa,59,24,35,62,71.26
295,30,Cruzeiro - MG,0,19,5,6,Fora,60,26,34,62,68.89
296,31,Cruzeiro - MG,3,20,5,6,Casa,65,29,36,65,69.89
297,32,Cruzeiro - MG,3,21,5,6,Fora,66,29,37,68,70.83
298,33,Cruzeiro - MG,3,22,5,6,Casa,69,29,40,71,71.72
299,34,Cruzeiro - MG,3,23,5,6,Fora,72,30,42,74,72.55
300,35,Cruzeiro - MG,1,23,6,6,Casa,74,32,42,75,71.43
301,36,Cruzeiro - MG,0,23,6,7,Fora,75,34,41,75,69.44
302,37,Cruzeiro - MG,0,23,6,8,Casa,76,36,40,75,67.57
303,38,Cruzeiro - MG,1,23,7,8,Fora,77,37,40,76,66.67
304,1,Flamengo - RJ,1,0,1,0,Fora,0,0,0,1,33.33
305,2,Flamengo - RJ,0,0,1,1,Casa,0,2,-2,1,16.67
306,3,Flamengo - RJ,1,0,2,1,Fora,2,4,-2,2,22.22
307,4,Flamengo - RJ,0,0,2,2,Casa,2,5,-3,2,16.67
308,5,Flamengo - RJ,3,1,2,2,Fora,5,5,0,5,33.33
309,6,Flamengo - RJ,1,1,3,2,Casa,7,7,0,6,33.33
310,7,Flamengo - RJ,3,2,3,2,Fora,8,7,1,9,42.86
311,8,Flamengo - RJ,0,2,3,3,Fora,8,8,0,9,37.5
312,9,Flamengo - RJ,1,2,4,3,Casa,9,9,0,10,37.04
313,10,Flamengo - RJ,0,2,4,4,Fora,9,12,-3,10,33.33
314,11,Flamengo - RJ,3,3,4,4,Casa,12,12,0,13,39.39
315,12,Flamengo - RJ,1,3,5,4,Casa,13,13,0,14,38.89
316,13,Flamengo - RJ,3,4,5,4,Fora,16,15,1,17,43.59
317,14,Flamengo - RJ,1,4,6,4,Fora,17,16,1,18,42.86
318,15,Flamengo - RJ,1,4,7,4,Casa,17,16,1,19,42.22
319,16,Flamengo - RJ,0,4,7,5,Casa,17,17,0,19,39.58
320,17,Flamengo - RJ,0,4,7,6,Fora,17,21,-4,19,37.25
321,18,Flamengo - RJ,3,5,7,6,Casa,19,22,-3,22,40.74
322,19,Flamengo - RJ,0,5,7,7,Fora,19,23,-4,22,38.6
323,20,Flamengo - RJ,3,6,7,7,Casa,21,24,-3,25,41.67
324,21,Flamengo - RJ,1,6,8,7,Fora,22,25,-3,26,41.27
325,22,Flamengo - RJ,0,6,8,8,Casa,24,29,-5,26,39.39
326,23,Flamengo - RJ,1,6,9,8,Fora,24,29,-5,27,39.13
327,24,Flamengo - RJ,3,7,9,8,Casa,28,30,-2,30,41.67
328,25,Flamengo - RJ,3,8,9,8,Fora,30,30,0,33,44.0
329,26,Flamengo - RJ,1,8,10,8,Casa,31,31,0,34,43.59
330,27,Flamengo - RJ,3,9,10,8,Casa,33,32,1,37,45.68
331,28,Flamengo - RJ,0,9,10,9,Fora,34,34,0,37,44.05
332,29,Flamengo - RJ,3,10,10,9,Casa,36,35,1,40,45.98
333,30,Flamengo - RJ,0,10,10,10,Fora,36,36,0,40,44.44
334,31,Flamengo - RJ,1,10,11,10,Fora,36,36,0,41,44.09
335,32,Flamengo - RJ,3,11,11,10,Casa,37,36,1,44,45.83
336,33,Flamengo - RJ,1,11,12,10,Casa,38,37,1,45,45.45
337,34,Flamengo - RJ,0,11,12,11,Fora,38,39,-1,45,44.12
338,35,Flamengo - RJ,0,11,12,12,Fora,39,41,-2,45,42.86
339,36,Flamengo - RJ,3,12,12,12,Casa,40,41,-1,48,44.44
340,37,Flamengo - RJ,0,12,12,13,Fora,42,45,-3,48,43.24
341,38,Flamengo - RJ,1,12,13,13,Casa,43,46,-3,49,42.98
342,1,Fluminense - RJ,3,1,0,0,Casa,2,1,1,3,100.0
343,2,Fluminense - RJ,0,1,0,1,Fora,3,3,0,3,50.0
344,3,Fluminense - RJ,3,2,0,1,Casa,6,3,3,6,66.67
345,4,Fluminense - RJ,0,2,0,2,Fora,7,5,2,6,50.0
346,5,Fluminense - RJ,3,3,0,2,Casa,9,6,3,9,60.0
347,6,Fluminense - RJ,0,3,0,3,Fora,9,7,2,9,50.0
348,7,Fluminense - RJ,0,3,0,4,Casa,11,10,1,9,42.86
349,8,Fluminense - RJ,0,3,0,5,Casa,12,13,-1,9,37.5
350,9,Fluminense - RJ,0,3,0,6,Fora,12,15,-3,9,33.33
351,10,Fluminense - RJ,3,4,0,6,Casa,13,15,-2,12,40.0
352,11,Fluminense - RJ,1,4,1,6,Fora,14,16,-2,13,39.39
353,12,Fluminense - RJ,1,4,2,6,Fora,15,17,-2,14,38.89
354,13,Fluminense - RJ,0,4,2,7,Casa,17,20,-3,14,35.9
355,14,Fluminense - RJ,1,4,3,7,Casa,17,20,-3,15,35.71
356,15,Fluminense - RJ,3,5,3,7,Fora,18,20,-2,18,40.0
357,16,Fluminense - RJ,0,5,3,8,Fora,19,22,-3,18,37.5
358,17,Fluminense - RJ,0,5,3,9,Casa,19,24,-5,18,35.29
359,18,Fluminense - RJ,1,5,4,9,Fora,21,26,-5,19,35.19
360,19,Fluminense - RJ,3,6,4,9,Casa,22,26,-4,22,38.6
361,20,Fluminense - RJ,1,6,5,9,Fora,23,27,-4,23,38.33
362,21,Fluminense - RJ,3,7,5,9,Casa,25,28,-3,26,41.27
