,Rodada,Casa,Gols Casa,Fora,Gols Fora,Pontos Casa,Pontos Fora
43,5,São Paulo - SP,3,Santos - SP,2,3,0
44,5,Grêmio - RS,3,Corinthians - SP,1,3,0
45,5,Cruzeiro - MG,1,Flamengo - RJ,0,3,0
46,5,Avaí - SC,1,Atlético - MG,4,0,3
47,5,Fluminense - RJ,2,Coritiba - PR,0,3,0
48,5,Sport - PE,1,Goiás - GO,0,3,0
49,5,Palmeiras - SP,1,Internacional - RS,1,1,1
50,6,Santos - SP,2,Ponte Preta - SP,2,1,1
51,6,Flamengo - RJ,1,Chapecoense - SC,0,3,0
52,6,Atlético - MG,1,Cruzeiro - MG,3,0,3
53,6,São Paulo - SP,2,Grêmio - RS,0,3,0
54,6,Atlético - PR,2,Vasco da Gama - RJ,0,3,0
55,6,Joinville - SC,0,Corinthians - SP,1,0,3
56,6,Internacional - RS,2,Coritiba - PR,0,3,0
57,6,Fluminense - RJ,0,Sport - PE,0,1,1
58,6,Figueirense - SC,2,Palmeiras - SP,1,3,0
59,6,Goiás - GO,0,Avaí - SC,1,0,3
60,7,Atlético - MG,2,Santos - SP,2,1,1
61,7,Coritiba - PR,0,Flamengo - RJ,1,0,3
62,7,Chapecoense - SC,0,São Paulo - SP,1,0,3
63,7,Corinthians - SP,2,Internacional - RS,1,3,0
64,7,Vasco da Gama - RJ,1,Cruzeiro - MG,3,0,3
65,7,Sport - PE,2,Joinville - SC,1,3,0
66,7,Ponte Preta - SP,0,Goiás - GO,0,1,1
67,7,Palmeiras - SP,2,Fluminense - RJ,1,3,0
68,7,Grêmio - RS,2,Atlético - PR,1,3,0
69,7,Avaí - SC,1,Figueirense - SC,1,1,1
70,8,Figueirense - SC,0,Internacional - RS,0,1,1
71,8,Sport - PE,2,Vasco da Gama - RJ,1,3,0
72,8,Santos - SP,1,Corinthians - SP,0,3,0
73,8,Flamengo - RJ,0,Atlético - MG,2,0,3
74,8,Grêmio - RS,1,Palmeiras - SP,0,3,0
75,8,Cruzeiro - MG,0,Chapecoense - SC,1,0,3
76,8,São Paulo - SP,1,Avaí - SC,1,1,1
77,8,Atlético - PR,2,Coritiba - PR,2,1,1
78,8,Joinville - SC,2,Goiás - GO,1,3,0
79,8,Fluminense - RJ,2,Ponte Preta - SP,0,3,0
80,9,Avaí - SC,1,Grêmio - RS,2,0,3
81,9,Chapecoense - SC,1,Sport - PE,1,1,1
82,9,Corinthians - SP,2,Figueirense - SC,1,3,0
83,9,Atlético - MG,1,Joinville - SC,0,3,0
84,9,Goiás - GO,1,Fluminense - RJ,2,0,3
85,9,Ponte Preta - SP,2,Atlético - PR,1,3,0
86,9,Coritiba - PR,1,Cruzeiro - MG,0,3,0
87,9,Palmeiras - SP,4,São Paulo - SP,0,3,0
88,9,Vasco da Gama - RJ,1,Flamengo - RJ,0,3,0
89,9,Internacional - RS,1,Santos - SP,0,3,0
90,10,Vasco da Gama - RJ,1,Avaí - SC,0,3,0
91,10,Sport - PE,3,Internacional - RS,0,3,0
92,10,Palmeiras - SP,2,Chapecoense - SC,0,3,0
93,10,Atlético - MG,2,Coritiba - PR,0,3,0
94,10,Joinville - SC,0,Flamengo - RJ,1,0,3
95,10,Atlético - PR,2,São Paulo - SP,1,3,0
96,10,Grêmio - RS,1,Cruzeiro - MG,0,3,0
97,10,Corinthians - SP,2,Ponte Preta - SP,0,3,0
98,10,Figueirense - SC,3,Goiás - GO,1,3,0
99,10,Fluminense - RJ,2,Santos - SP,1,3,0
100,11,Coritiba - PR,0,Joinville - SC,0,1,1
101,11,Chapecoense - SC,1,Vasco da Gama - RJ,0,3,0
102,11,Cruzeiro - MG,2,Atlético - PR,0,3,0
103,11,Avaí - SC,2,Sport - PE,2,1,1
104,11,São Paulo - SP,0,Fluminense - RJ,0,1,1
105,11,Santos - SP,1,Grêmio - RS,3,0,3
106,11,Goiás - GO,0,Corinthians - SP,0,1,1
107,11,Internacional - RS,1,Atlético - MG,3,0,3
108,11,Flamengo - RJ,1,Figueirense - SC,2,0,3
109,11,Ponte Preta - SP,0,Palmeiras - SP,2,0,3
110,12,Coritiba - PR,0,Ponte Preta - SP,0,1,1
111,12,Goiás - GO,4,Santos - SP,1,3,0
112,12,Chapecoense - SC,1,Grêmio - RS,0,3,0
113,12,Palmeiras - SP,3,Avaí - SC,0,3,0
114,12,Figueirense - SC,0,Joinville - SC,2,0,3
115,12,Vasco da Gama - RJ,0,São Paulo - SP,4,0,3
116,12,Internacional - RS,1,Flamengo - RJ,2,0,3
117,12,Atlético - MG,2,Sport - PE,1,3,0
118,12,Corinthians - SP,2,Atlético - PR,0,3,0
119,12,Fluminense - RJ,1,Cruzeiro - MG,0,3,0
120,13,Grêmio - RS,2,Vasco da Gama - RJ,0,3,0
121,13,Santos - SP,3,Figueirense - SC,0,3,0
122,13,Ponte Preta - SP,0,Atlético - MG,2,0,3
123,13,São Paulo - SP,3,Coritiba - PR,1,3,0
124,13,Flamengo - RJ,0,Corinthians - SP,3,0,3
125,13,Cruzeiro - MG,1,Goiás - GO,0,3,0
126,13,Atlético - PR,1,Fluminense - RJ,2,0,3
127,13,Joinville - SC,0,Internacional - RS,2,0,3
128,13,Avaí - SC,2,Chapecoense - SC,1,3,0
129,13,Sport - PE,2,Palmeiras - SP,2,1,1
130,14,Flamengo - RJ,1,Grêmio - RS,0,3,0
131,14,Internacional - RS,2,Goiás - GO,1,3,0
132,14,Corinthians - SP,1,Atlético - MG,0,3,0
133,14,Atlético - PR,1,Chapecoense - SC,0,3,0
134,14,Palmeiras - SP,1,Santos - SP,0,3,0
135,14,Fluminense - RJ,1,Vasco da Gama - RJ,2,0,3
136,14,Figueirense - SC,0,Coritiba - PR,0,1,1
137,14,Sport - PE,2,São Paulo - SP,0,3,0
138,14,Cruzeiro - MG,1,Avaí - SC,1,1,1
139,14,Joinville - SC,1,Ponte Preta - SP,1,1,1
140,15,Avaí - SC,1,Atlético - PR,2,0,3
141,15,Grêmio - RS,1,Sport - PE,1,1,1
142,15,Atlético - MG,1,Figueirense - SC,0,3,0
143,15,Santos - SP,2,Joinville - SC,0,3,0
144,15,Chapecoense - SC,2,Fluminense - RJ,1,3,0
145,15,Goiás - GO,0,Flamengo - RJ,1,0,3
146,15,Ponte Preta - SP,0,Internacional - RS,0,1,1
147,15,Coritiba - PR,1,Corinthians - SP,1,1,1
148,15,São Paulo - SP,1,Cruzeiro - MG,0,3,0
149,15,Vasco da Gama - RJ,1,Palmeiras - SP,4,0,3
150,16,Corinthians - SP,3,Vasco da Gama - RJ,0,3,0
151,16,Atlético - MG,3,São Paulo - SP,1,3,0
152,16,Fluminense - RJ,1,Grêmio - RS,0,3,0
153,16,Palmeiras - SP,0,Atlético - PR,1,0,3
154,16,Coritiba - PR,1,Goiás - GO,1,1,1
155,16,Joinville - SC,2,Avaí - SC,0,3,0
156,16,Flamengo - RJ,2,Santos - SP,2,1,1
157,16,Figueirense - SC,3,Ponte Preta - SP,1,3,0
158,16,Internacional - RS,0,Chapecoense - SC,0,1,1
159,16,Sport - PE,0,Cruzeiro - MG,0,1,1
160,17,Avaí - SC,1,Fluminense - RJ,0,3,0
161,17,Santos - SP,3,Coritiba - PR,0,3,0
162,17,Atlético - PR,1,Sport - PE,1,1,1
163,17,Vasco da Gama - RJ,0,Joinville - SC,0,1,1
164,17,Goiás - GO,0,Atlético - MG,0,1,1
165,17,Cruzeiro - MG,2,Palmeiras - SP,1,3,0
166,17,Ponte Preta - SP,1,Flamengo - RJ,0,3,0
167,17,São Paulo - SP,1,Corinthians - SP,1,1,1
168,17,Chapecoense - SC,2,Figueirense - SC,2,1,1
169,17,Grêmio - RS,5,Internacional - RS,0,3,0
170,18,Flamengo - RJ,3,Atlético - PR,2,3,0
171,18,Coritiba - PR,2,Palmeiras - SP,1,3,0
172,18,Goiás - GO,0,Chapecoense - SC,0,1,1
173,18,Santos - SP,1,Vasco da Gama - RJ,0,3,0
174,18,Corinthians - SP,4,Sport - PE,3,3,0
175,18,Internacional - RS,1,Fluminense - RJ,0,3,0
176,18,Figueirense - SC,0,São Paulo - SP,2,0,3
177,18,Ponte Preta - SP,2,Avaí - SC,0,3,0
178,18,Joinville - SC,3,Cruzeiro - MG,0,3,0
179,18,Atlético - MG,0,Grêmio - RS,2,0,3
180,19,Vasco da Gama - RJ,0,Coritiba - PR,1,0,3
181,19,Atlético - PR,0,Santos - SP,0,1,1
182,19,São Paulo - SP,0,Goiás - GO,3,0,3
183,19,Palmeiras - SP,4,Flamengo - RJ,2,3,0
184,19,Fluminense - RJ,2,Figueirense - SC,1,3,0
185,19,Cruzeiro - MG,0,Internacional - RS,0,1,1
186,19,Avaí - SC,1,Corinthians - SP,2,0,3
187,19,Sport - PE,1,Ponte Preta - SP,1,1,1
188,19,Grêmio - RS,2,Joinville - SC,1,3,0
189,19,Chapecoense - SC,2,Atlético - MG,1,3,0
190,20,Goiás - GO,3,Vasco da Gama - RJ,0,3,0
191,20,Santos - SP,5,Avaí - SC,2,3,0
192,20,Figueirense - SC,2,Sport - PE,1,3,0
193,20,Ponte Preta - SP,0,Grêmio - RS,0,1,1
194,20,Coritiba - PR,1,Chapecoense - SC,0,3,0
195,20,Corinthians - SP,3,Cruzeiro - MG,0,3,0
196,20,Joinville - SC,2,Fluminense - RJ,1,3,0
197,20,Internacional - RS,2,Atlético - PR,0,3,0
198,20,Flamengo - RJ,2,São Paulo - SP,1,3,0
199,20,Atlético - MG,2,Palmeiras - SP,1,3,0
200,21,Vasco da Gama - RJ,0,Figueirense - SC,1,0,3
201,21,São Paulo - SP,3,Ponte Preta - SP,0,3,0
202,21,Avaí - SC,3,Internacional - RS,0,3,0
203,21,Grêmio - RS,0,Coritiba - PR,0,1,1
204,21,Palmeiras - SP,3,Joinville - SC,2,3,0
205,21,Chapecoense - SC,1,Corinthians - SP,3,0,3
206,21,Fluminense - RJ,1,Atlético - MG,2,0,3
207,21,Sport - PE,0,Flamengo - RJ,1,0,3
208,21,Cruzeiro - MG,0,Santos - SP,1,0,3
209,21,Atlético - PR,3,Goiás - GO,0,3,0
210,22,Ponte Preta - SP,1,Cruzeiro - MG,2,0,3
211,22,Internacional - RS,6,Vasco da Gama - RJ,0,3,0
212,22,Joinville - SC,0,São Paulo - SP,0,1,1
213,22,Flamengo - RJ,3,Avaí - SC,0,3,0
214,22,Atlético - MG,0,Atlético - PR,1,0,3
215,22,Coritiba - PR,0,Sport - PE,0,1,1
216,22,Goiás - GO,1,Palmeiras - SP,0,3,0
217,22,Corinthians - SP,2,Fluminense - RJ,0,3,0
218,22,Santos - SP,3,Chapecoense - SC,1,3,0
219,22,Figueirense - SC,0,Grêmio - RS,2,0,3
220,23,São Paulo - SP,2,Internacional - RS,0,3,0
221,23,Vasco da Gama - RJ,1,Atlético - MG,2,0,3
222,23,Atlético - PR,0,Joinville - SC,0,1,1
223,23,Cruzeiro - MG,5,Figueirense - SC,1,3,0
224,23,Chapecoense - SC,0,Ponte Preta - SP,0,1,1
225,23,Avaí - SC,0,Coritiba - PR,2,0,3
226,23,Fluminense - RJ,1,Flamengo - RJ,3,0,3
227,23,Grêmio - RS,2,Goiás - GO,1,3,0
228,23,Palmeiras - SP,3,Corinthians - SP,3,1,1
229,23,Sport - PE,1,Santos - SP,1,1,1
230,24,Internacional - RS,1,Palmeiras - SP,0,3,0
231,24,Atlético - MG,2,Avaí - SC,0,3,0
232,24,Ponte Preta - SP,0,Vasco da Gama - RJ,1,0,3
233,24,Figueirense - SC,1,Atlético - PR,1,1,1
234,24,Corinthians - SP,1,Grêmio - RS,1,1,1
235,24,Santos - SP,3,São Paulo - SP,0,3,0
236,24,Coritiba - PR,1,Fluminense - RJ,1,1,1
237,24,Goiás - GO,1,Sport - PE,0,3,0
238,24,Flamengo - RJ,2,Cruzeiro - MG,0,3,0
239,24,Joinville - SC,0,Chapecoense - SC,0,1,1
240,25,Coritiba - PR,0,Internacional - RS,1,0,3
241,25,Palmeiras - SP,2,Figueirense - SC,0,3,0
242,25,Corinthians - SP,3,Joinville - SC,0,3,0
243,25,Ponte Preta - SP,3,Santos - SP,1,3,0
244,25,Vasco da Gama - RJ,2,Atlético - PR,0,3,0
245,25,Grêmio - RS,1,São Paulo - SP,2,0,3
246,25,Cruzeiro - MG,1,Atlético - MG,1,1,1
247,25,Chapecoense - SC,1,Flamengo - RJ,3,0,3
248,25,Sport - PE,1,Fluminense - RJ,0,3,0
249,25,Avaí - SC,2,Goiás - GO,1,3,0
250,26,Fluminense - RJ,1,Palmeiras - SP,4,0,3
251,26,Joinville - SC,1,Sport - PE,1,1,1
252,26,Goiás - GO,1,Ponte Preta - SP,2,0,3
253,26,Figueirense - SC,0,Avaí - SC,1,0,3
254,26,Atlético - PR,1,Grêmio - RS,2,0,3
255,26,Santos - SP,4,Atlético - MG,0,3,0
256,26,Internacional - RS,2,Corinthians - SP,1,3,0
257,26,Cruzeiro - MG,2,Vasco da Gama - RJ,2,1,1
258,26,São Paulo - SP,0,Chapecoense - SC,0,1,1
259,26,Flamengo - RJ,0,Coritiba - PR,2,0,3
260,27,Internacional - RS,1,Figueirense - SC,1,1,1
261,27,Palmeiras - SP,3,Grêmio - RS,2,3,0
262,27,Ponte Preta - SP,3,Fluminense - RJ,1,3,0
263,27,Corinthians - SP,2,Santos - SP,0,3,0
264,27,Goiás - GO,3,Joinville - SC,0,3,0
265,27,Vasco da Gama - RJ,2,Sport - PE,1,3,0
266,27,Atlético - MG,4,Flamengo - RJ,1,3,0
267,27,Avaí - SC,2,São Paulo - SP,1,3,0
268,27,Coritiba - PR,2,Atlético - PR,0,3,0
269,27,Chapecoense - SC,0,Cruzeiro - MG,2,0,3
270,28,Fluminense - RJ,2,Goiás - GO,0,3,0
271,28,Grêmio - RS,3,Avaí - SC,1,3,0
272,28,Atlético - PR,1,Ponte Preta - SP,2,0,3
273,28,Santos - SP,3,Internacional - RS,1,3,0
274,28,São Paulo - SP,1,Palmeiras - SP,1,1,1
275,28,Flamengo - RJ,1,Vasco da Gama - RJ,2,0,3
276,28,Figueirense - SC,1,Corinthians - SP,3,0,3
277,28,Joinville - SC,2,Atlético - MG,2,1,1
278,28,Sport - PE,3,Chapecoense - SC,0,3,0
279,28,Cruzeiro - MG,2,Coritiba - PR,0,3,0
280,29,Coritiba - PR,0,Atlético - MG,3,0,3
281,29,Internacional - RS,2,Sport - PE,1,3,0
282,29,São Paulo - SP,1,Atlético - PR,0,3,0
283,29,Avaí - SC,1,Vasco da Gama - RJ,1,1,1
284,29,Flamengo - RJ,2,Joinville - SC,0,3,0
285,29,Goiás - GO,2,Figueirense - SC,3,0,3
286,29,Santos - SP,3,Fluminense - RJ,1,3,0
287,29,Cruzeiro - MG,0,Grêmio - RS,0,1,1
288,29,Ponte Preta - SP,2,Corinthians - SP,2,1,1
289,29,Chapecoense - SC,5,Palmeiras - SP,1,3,0
290,30,Sport - PE,3,Avaí - SC,0,3,0
291,30,Atlético - MG,2,Internacional - RS,1,3,0
292,30,Palmeiras - SP,0,Ponte Preta - SP,1,0,3
293,30,Joinville - SC,3,Coritiba - PR,1,3,0
294,30,Figueirense - SC,3,Flamengo - RJ,0,3,0
295,30,Atlético - PR,2,Cruzeiro - MG,2,1,1
296,30,Fluminense - RJ,2,São Paulo - SP,0,3,0
297,30,Vasco da Gama - RJ,1,Chapecoense - SC,1,1,1
298,30,Corinthians - SP,3,Goiás - GO,0,3,0
299,30,Grêmio - RS,1,Santos - SP,0,3,0
300,31,Avaí - SC,1,Palmeiras - SP,3,0,3
301,31,Joinville - SC,1,Figueirense - SC,0,3,0
302,31,Ponte Preta - SP,3,Coritiba - PR,0,3,0
303,31,Cruzeiro - MG,2,Fluminense - RJ,0,3,0
304,31,Flamengo - RJ,0,Internacional - RS,1,0,3
305,31,Atlético - PR,1,Corinthians - SP,4,0,3
306,31,São Paulo - SP,2,Vasco da Gama - RJ,2,1,1
307,31,Santos - SP,3,Goiás - GO,1,3,0
308,31,Grêmio - RS,2,Chapecoense - SC,3,0,3
309,31,Sport - PE,4,Atlético - MG,1,3,0
310,32,Fluminense - RJ,0,Atlético - PR,1,0,3
311,32,Figueirense - SC,0,Santos - SP,0,1,1
312,32,Internacional - RS,1,Joinville - SC,0,3,0
313,32,Palmeiras - SP,0,Sport - PE,2,0,3
314,32,Corinthians - SP,1,Flamengo - RJ,0,3,0
315,32,Vasco da Gama - RJ,0,Grêmio - RS,0,1,1
316,32,Coritiba - PR,1,São Paulo - SP,2,0,3
317,32,Chapecoense - SC,0,Avaí - SC,0,1,1
318,32,Goiás - GO,0,Cruzeiro - MG,1,0,3
319,32,Atlético - MG,2,Ponte Preta - SP,1,3,0
320,33,São Paulo - SP,3,Sport - PE,0,3,0
321,33,Ponte Preta - SP,1,Joinville - SC,0,3,0
322,33,Avaí - SC,1,Cruzeiro - MG,1,1,1
323,33,Coritiba - PR,1,Figueirense - SC,1,1,1
324,33,Grêmio - RS,2,Flamengo - RJ,0,3,0
325,33,Atlético - MG,0,Corinthians - SP,3,0,3
326,33,Santos - SP,2,Palmeiras - SP,1,3,0
327,33,Chapecoense - SC,0,Atlético - PR,0,1,1
328,33,Vasco da Gama - RJ,0,Fluminense - RJ,1,0,3
329,33,Goiás - GO,2,Internacional - RS,1,3,0
330,34,Internacional - RS,1,Ponte Preta - SP,0,3,0
331,34,Corinthians - SP,2,Coritiba - PR,1,3,0
332,34,Atlético - PR,2,Avaí - SC,1,3,0
333,34,Fluminense - RJ,2,Chapecoense - SC,3,0,3
334,34,Palmeiras - SP,0,Vasco da Gama - RJ,2,0,3
335,34,Flamengo - RJ,4,Goiás - GO,1,3,0
336,34,Cruzeiro - MG,2,São Paulo - SP,1,3,0
337,34,Figueirense - SC,0,Atlético - MG,1,0,3
338,34,Joinville - SC,0,Santos - SP,0,1,1
339,34,Sport - PE,1,Grêmio - RS,0,3,0
340,35,Cruzeiro - MG,3,Sport - PE,0,3,0
341,35,Goiás - GO,1,Coritiba - PR,3,0,3
342,35,Atlético - PR,3,Palmeiras - SP,3,1,1
343,35,Ponte Preta - SP,0,Figueirense - SC,1,0,3
344,35,Avaí - SC,2,Joinville - SC,1,3,0
345,35,Grêmio - RS,1,Fluminense - RJ,0,3,0
346,35,Chapecoense - SC,1,Internacional - RS,0,3,0
347,35,Vasco da Gama - RJ,1,Corinthians - SP,1,1,1
348,35,São Paulo - SP,4,Atlético - MG,2,3,0
349,35,Santos - SP,0,Flamengo - RJ,0,1,1
350,36,Palmeiras - SP,1,Cruzeiro - MG,1,1,1
351,36,Joinville - SC,1,Vasco da Gama - RJ,2,0,3
352,36,Corinthians - SP,6,São Paulo - SP,1,3,0
353,36,Internacional - RS,1,Grêmio - RS,0,3,0
354,36,Atlético - MG,2,Goiás - GO,2,1,1
355,36,Figueirense - SC,0,Chapecoense - SC,0,1,1
356,36,Flamengo - RJ,1,Ponte Preta - SP,1,1,1
357,36,Coritiba - PR,1,Santos - SP,0,3,0
358,36,Sport - PE,0,Atlético - PR,0,1,1
359,36,Fluminense - RJ,3,Avaí - SC,1,3,0
360,37,São Paulo - SP,3,Figueirense - SC,2,3,0
361,37,Fluminense - RJ,1,Internacional - RS,1,1,1
362,37,Avaí - SC,1,Ponte Preta - SP,0,3,0
363,37,Sport - PE,2,Corinthians - SP,0,3,0
364,37,Grêmio - RS,2,Atlético - MG,1,3,0
365,37,Cruzeiro - MG,3,Joinville - SC,0,3,0
366,37,Vasco da Gama - RJ,1,Santos - SP,0,3,0
367,37,Palmeiras - SP,0,Coritiba - PR,2,0,3
368,37,Chapecoense - SC,1,Goiás - GO,3,0,3
369,37,Atlético - PR,3,Flamengo - RJ,0,3,0
370,38,Corinthians - SP,1,Avaí - SC,1,1,1
371,38,Santos - SP,5,Atlético - PR,1,3,0
372,38,Ponte Preta - SP,0,Sport - PE,1,0,3
373,38,Flamengo - RJ,1,Palmeiras - SP,2,0,3
374,38,Internacional - RS,2,Cruzeiro - MG,0,3,0
375,38,Atlético - MG,3,Chapecoense - SC,0,3,0
376,38,Figueirense - SC,1,Fluminense - RJ,0,3,0
377,38,Coritiba - PR,0,Vasco da Gama - RJ,0,1,1
378,38,Goiás - GO,0,São Paulo - SP,1,0,3
379,38,Joinville - SC,0,Grêmio - RS,2,0,3
