,Rodada,Casa,Gols Casa,Fora,Gols Fora,Pontos Casa,Pontos Fora
214,22,Fluminense - RJ,2,Grêmio - RS,1,3,0
215,22,Atlético - MG,2,Ceará - CE,1,3,0
216,22,Athletico Paranaense - PR,1,Chapecoense - SC,1,1,1
217,22,Goiás - GO,1,Cruzeiro - MG,0,3,0
218,22,Fortaleza - CE,1,Botafogo - RJ,0,3,0
219,22,Avaí - SC,0,Bahia - BA,2,0,3
220,23,São Paulo - SP,2,Fortaleza - CE,1,3,0
221,23,Vasco da Gama - RJ,0,Santos - SP,1,0,3
222,23,Bahia - BA,1,Athletico Paranaense - PR,2,0,3
223,23,Grêmio - RS,0,Corinthians - SP,0,1,1
224,23,Cruzeiro - MG,1,Internacional - RS,1,1,1
225,23,Chapecoense - SC,0,Flamengo - RJ,1,0,3
226,23,Ceará - CE,0,Goiás - GO,1,0,3
227,23,Palmeiras - SP,1,Atlético - MG,1,1,1
228,23,Botafogo - RJ,0,Fluminense - RJ,1,0,3
229,23,Csa - AL,3,Avaí - SC,1,3,0
230,24,Botafogo - RJ,3,Goiás - GO,1,3,0
231,24,Csa - AL,1,Internacional - RS,0,3,0
232,24,Fortaleza - CE,2,Chapecoense - SC,0,3,0
233,24,Grêmio - RS,2,Ceará - CE,1,3,0
234,24,Bahia - BA,0,São Paulo - SP,0,1,1
235,24,Cruzeiro - MG,0,Fluminense - RJ,0,1,1
236,24,Santos - SP,2,Palmeiras - SP,0,3,0
237,24,Avaí - SC,0,Vasco da Gama - RJ,0,1,1
238,24,Corinthians - SP,2,Athletico Paranaense - PR,2,1,1
239,24,Flamengo - RJ,3,Atlético - MG,1,3,0
240,25,Goiás - GO,1,Csa - AL,0,3,0
241,25,Fluminense - RJ,2,Bahia - BA,0,3,0
242,25,Palmeiras - SP,1,Botafogo - RJ,0,3,0
243,25,Internacional - RS,0,Santos - SP,0,1,1
244,25,Ceará - CE,1,Avaí - SC,0,3,0
245,25,Athletico Paranaense - PR,0,Flamengo - RJ,2,0,3
246,25,Vasco da Gama - RJ,1,Fortaleza - CE,0,3,0
247,25,São Paulo - SP,1,Corinthians - SP,0,3,0
248,25,Atlético - MG,1,Grêmio - RS,4,0,3
249,25,Chapecoense - SC,1,Cruzeiro - MG,1,1,1
250,26,Csa - AL,2,Atlético - MG,2,1,1
251,26,Grêmio - RS,0,Bahia - BA,1,0,3
252,26,Fortaleza - CE,1,Flamengo - RJ,2,0,3
253,26,Cruzeiro - MG,1,São Paulo - SP,0,3,0
254,26,Palmeiras - SP,1,Chapecoense - SC,0,3,0
255,26,Goiás - GO,2,Corinthians - SP,2,1,1
256,26,Vasco da Gama - RJ,2,Botafogo - RJ,1,3,0
257,26,Avaí - SC,0,Internacional - RS,2,0,3
258,26,Santos - SP,2,Ceará - CE,1,3,0
259,26,Fluminense - RJ,1,Athletico Paranaense - PR,2,0,3
260,27,Fortaleza - CE,2,Grêmio - RS,1,3,0
261,27,Corinthians - SP,1,Cruzeiro - MG,2,0,3
262,27,Internacional - RS,0,Vasco da Gama - RJ,1,0,3
263,27,São Paulo - SP,1,Avaí - SC,0,3,0
264,27,Atlético - MG,2,Santos - SP,0,3,0
265,27,Flamengo - RJ,2,Fluminense - RJ,0,3,0
266,27,Athletico Paranaense - PR,1,Palmeiras - SP,1,1,1
267,27,Chapecoense - SC,2,Goiás - GO,2,1,1
268,27,Bahia - BA,1,Ceará - CE,2,0,3
269,27,Botafogo - RJ,2,Csa - AL,1,3,0
270,28,Ceará - CE,1,Vasco da Gama - RJ,1,1,1
271,28,Corinthians - SP,0,Santos - SP,0,1,1
272,28,Bahia - BA,2,Internacional - RS,3,0,3
273,28,Fluminense - RJ,1,Chapecoense - SC,1,1,1
274,28,Cruzeiro - MG,1,Fortaleza - CE,1,1,1
275,28,São Paulo - SP,2,Atlético - MG,0,3,0
276,28,Athletico Paranaense - PR,4,Goiás - GO,1,3,0
277,28,Grêmio - RS,3,Botafogo - RJ,0,3,0
278,28,Avaí - SC,1,Palmeiras - SP,2,0,3
279,28,Flamengo - RJ,1,Csa - AL,0,3,0
280,29,Palmeiras - SP,3,São Paulo - SP,0,3,0
281,29,Avaí - SC,1,Fortaleza - CE,3,0,3
282,29,Atlético - MG,0,Chapecoense - SC,2,0,3
283,29,Ceará - CE,2,Fluminense - RJ,0,3,0
284,29,Vasco da Gama - RJ,1,Grêmio - RS,3,0,3
285,29,Csa - AL,2,Corinthians - SP,1,3,0
286,29,Santos - SP,1,Bahia - BA,0,3,0
287,29,Goiás - GO,2,Flamengo - RJ,2,1,1
288,29,Botafogo - RJ,0,Cruzeiro - MG,2,0,3
289,29,Internacional - RS,1,Athletico Paranaense - PR,1,1,1
290,30,Fortaleza - CE,2,Atlético - MG,2,1,1
291,30,Palmeiras - SP,1,Ceará - CE,0,3,0
292,30,Fluminense - RJ,0,Vasco da Gama - RJ,0,1,1
293,30,Chapecoense - SC,0,São Paulo - SP,3,0,3
294,30,Flamengo - RJ,4,Corinthians - SP,1,3,0
295,30,Athletico Paranaense - PR,1,Csa - AL,0,3,0
296,30,Grêmio - RS,2,Internacional - RS,0,3,0
297,30,Cruzeiro - MG,1,Bahia - BA,1,1,1
298,30,Santos - SP,4,Botafogo - RJ,1,3,0
299,30,Goiás - GO,2,Avaí - SC,0,3,0
300,31,Corinthians - SP,3,Fortaleza - CE,2,3,0
301,31,Atlético - MG,2,Goiás - GO,0,3,0
302,31,Avaí - SC,1,Santos - SP,2,0,3
303,31,Vasco da Gama - RJ,1,Palmeiras - SP,2,0,3
304,31,Bahia - BA,1,Chapecoense - SC,1,1,1
305,31,Athletico Paranaense - PR,0,Cruzeiro - MG,0,1,1
306,31,Ceará - CE,2,Internacional - RS,0,3,0
307,31,São Paulo - SP,0,Fluminense - RJ,2,0,3
308,31,Botafogo - RJ,0,Flamengo - RJ,1,0,3
309,31,Grêmio - RS,2,Csa - AL,1,3,0
310,32,Goiás - GO,0,Santos - SP,3,0,3
311,32,Palmeiras - SP,1,Corinthians - SP,1,1,1
312,32,Cruzeiro - MG,0,Atlético - MG,0,1,1
313,32,São Paulo - SP,0,Athletico Paranaense - PR,1,0,3
314,32,Internacional - RS,2,Fluminense - RJ,1,3,0
315,32,Flamengo - RJ,3,Bahia - BA,1,3,0
316,32,Fortaleza - CE,1,Ceará - CE,0,3,0
317,32,Chapecoense - SC,0,Grêmio - RS,1,0,3
318,32,Csa - AL,0,Vasco da Gama - RJ,3,0,3
319,32,Botafogo - RJ,2,Avaí - SC,0,3,0
320,33,Santos - SP,1,São Paulo - SP,1,1,1
321,33,Fluminense - RJ,1,Atlético - MG,1,1,1
322,33,Grêmio - RS,0,Flamengo - RJ,1,0,3
323,33,Bahia - BA,1,Palmeiras - SP,1,1,1
324,33,Corinthians - SP,0,Internacional - RS,0,1,1
325,33,Chapecoense - SC,1,Ceará - CE,0,3,0
326,33,Athletico Paranaense - PR,1,Botafogo - RJ,0,3,0
327,33,Fortaleza - CE,3,Csa - AL,0,3,0
328,33,Vasco da Gama - RJ,1,Goiás - GO,1,1,1
329,33,Cruzeiro - MG,0,Avaí - SC,0,1,1
330,34,Flamengo - RJ,4,Vasco da Gama - RJ,4,1,1
331,34,Santos - SP,4,Cruzeiro - MG,1,3,0
332,34,Goiás - GO,4,Bahia - BA,3,3,0
333,34,Atlético - MG,0,Athletico Paranaense - PR,1,0,3
334,34,Palmeiras - SP,1,Grêmio - RS,2,0,3
335,34,Botafogo - RJ,1,Corinthians - SP,0,3,0
336,34,Avaí - SC,0,Chapecoense - SC,1,0,3
337,34,Internacional - RS,2,Fortaleza - CE,2,1,1
338,34,Ceará - CE,1,São Paulo - SP,1,1,1
339,34,Csa - AL,0,Fluminense - RJ,1,0,3
340,35,Chapecoense - SC,0,Botafogo - RJ,1,0,3
341,35,Internacional - RS,1,Goiás - GO,2,0,3
342,35,Bahia - BA,1,Atlético - MG,1,1,1
343,35,Athletico Paranaense - PR,2,Grêmio - RS,0,3,0
344,35,Corinthians - SP,3,Avaí - SC,0,3,0
345,35,Flamengo - RJ,4,Ceará - CE,1,3,0
346,35,Fluminense - RJ,1,Palmeiras - SP,0,3,0
347,35,Fortaleza - CE,2,Santos - SP,1,3,0
348,35,São Paulo - SP,1,Vasco da Gama - RJ,0,3,0
349,35,Cruzeiro - MG,0,Csa - AL,1,0,3
350,36,Botafogo - RJ,0,Internacional - RS,1,0,3
351,36,Ceará - CE,1,Athletico Paranaense - PR,1,1,1
352,36,Goiás - GO,1,Fortaleza - CE,2,0,3
353,36,Avaí - SC,1,Fluminense - RJ,1,1,1
354,36,Palmeiras - SP,1,Flamengo - RJ,3,0,3
355,36,Atlético - MG,2,Corinthians - SP,1,3,0
356,36,Csa - AL,1,Bahia - BA,2,0,3
357,36,Santos - SP,2,Chapecoense - SC,0,3,0
358,36,Grêmio - RS,3,São Paulo - SP,0,3,0
359,36,Vasco da Gama - RJ,1,Cruzeiro - MG,0,3,0
360,37,Athletico Paranaense - PR,1,Santos - SP,0,3,0
361,37,Atlético - MG,2,Botafogo - RJ,0,3,0
362,37,Ceará - CE,0,Corinthians - SP,1,0,3
363,37,Chapecoense - SC,3,Csa - AL,0,3,0
364,37,São Paulo - SP,2,Internacional - RS,1,3,0
365,37,Fluminense - RJ,0,Fortaleza - CE,0,1,1
366,37,Palmeiras - SP,5,Goiás - GO,1,3,0
367,37,Bahia - BA,1,Vasco da Gama - RJ,1,1,1
368,37,Grêmio - RS,2,Cruzeiro - MG,0,3,0
369,37,Flamengo - RJ,6,Avaí - SC,1,3,0
370,38,Internacional - RS,2,Atlético - MG,1,3,0
371,38,Cruzeiro - MG,0,Palmeiras - SP,2,0,3
372,38,Fortaleza - CE,2,Bahia - BA,1,3,0
373,38,Corinthians - SP,1,Fluminense - RJ,2,0,3
374,38,Santos - SP,4,Flamengo - RJ,0,3,0
375,38,Vasco da Gama - RJ,1,Chapecoense - SC,1,1,1
376,38,Botafogo - RJ,1,Ceará - CE,1,1,1
377,38,Avaí - SC,0,Athletico Paranaense - PR,0,1,1
378,38,Goiás - GO,3,Grêmio - RS,2,3,0
379,38,Csa - AL,1,São Paulo - SP,2,0,3
